Un_ID,Timepoint,Block_plot,Herbivory_trt,Coral_Id,Coral_Genus,Enrichment_trt,Size,Recruitment,Alive,Recruitment_timepoint
C2_open_P06,T6,C2,open,P06,Pocillopora,Ambient,5.474,0,1,T3
C2_open_P06,T3,C2,open,P06,Pocillopora,Ambient,2.602,1,1,T3
C2_open_P07,T0,C2,open,P07,Pocillopora,Ambient,NA,1,1,T0
C2_open_P07,T9,C2,open,P07,Pocillopora,Ambient,6.291,0,1,T0
C2_open_P07,T6,C2,open,P07,Pocillopora,Ambient,4.187,0,1,T0
C2_open_P07,T3,C2,open,P07,Pocillopora,Ambient,2.197,0,1,T0
C2_open_P08,T9,C2,open,P08,Pocillopora,Ambient,6.621,0,1,T3
C2_open_P08,T6,C2,open,P08,Pocillopora,Ambient,3.733,0,1,T3
C2_open_P08,T3,C2,open,P08,Pocillopora,Ambient,1.893,1,1,T3
C2_open_P09,T9,C2,open,P09,Pocillopora,Ambient,6.939,0,1,T3
C2_open_P09,T3,C2,open,P09,Pocillopora,Ambient,2.592,1,1,T3
C2_open_P09,T6,C2,open,P09,Pocillopora,Ambient,4.374,0,1,T3
C4_1X1_P01,T3,C4,1X1,P01,Pocillopora,Enriched,3.402,1,1,T3
C4_1X1_P01,T6,C4,1X1,P01,Pocillopora,Enriched,6.824,0,1,T3
C4_1X1_P01,T9,C4,1X1,P01,Pocillopora,Enriched,8.063,0,1,T3
C4_1X1_P10,T3,C4,1X1,P10,Pocillopora,Enriched,2.525,1,1,T3
C4_1X1_P10,T6,C4,1X1,P10,Pocillopora,Enriched,5.537,0,1,T3
C4_1X1_P10,T9,C4,1X1,P10,Pocillopora,Enriched,7.888,0,1,T3
C4_1X1_P11,T6,C4,1X1,P11,Pocillopora,Enriched,2.63,1,1,T6
C4_1X1_P11,T9,C4,1X1,P11,Pocillopora,Enriched,5.556,0,1,T6
C4_1X1_P12,T6,C4,1X1,P12,Pocillopora,Enriched,2.027,1,1,T6
C4_1X1_P12,T9,C4,1X1,P12,Pocillopora,Enriched,3.184,0,1,T6
C4_1X1_P15,T6,C4,1X1,P15,Pocillopora,Enriched,2.969,1,1,T6
C4_1X1_P15,T9,C4,1X1,P15,Pocillopora,Enriched,7.295,0,1,T6
C4_1X1_P16,T6,C4,1X1,P16,Pocillopora,Enriched,3.85,1,1,T6
C4_1X1_P16,T9,C4,1X1,P16,Pocillopora,Enriched,5.801,0,1,T6
C4_1X1_P17,T6,C4,1X1,P17,Pocillopora,Enriched,2.506,1,1,T6
C4_1X1_P17,T9,C4,1X1,P17,Pocillopora,Enriched,4.298,0,1,T6
C4_1X1_P19,T6,C4,1X1,P19,Pocillopora,Enriched,7.113,1,1,T6
C4_1X1_P19,T9,C4,1X1,P19,Pocillopora,Enriched,11.308,0,1,T6
C4_1X1_P21,T9,C4,1X1,P21,Pocillopora,Enriched,NA,1,0,T9
C4_1X1_P22,T6,C4,1X1,P22,Pocillopora,Enriched,0.606,1,1,T6
C4_1X1_P22,T9,C4,1X1,P22,Pocillopora,Enriched,2.348,0,1,T6
C4_1X1_P23,T6,C4,1X1,P23,Pocillopora,Enriched,1.051,1,1,T6
C4_1X1_P23,T9,C4,1X1,P23,Pocillopora,Enriched,3.404,0,1,T6
C4_1X1_P25,T6,C4,1X1,P25,Pocillopora,Enriched,1.172,1,1,T6
C4_1X1_P25,T9,C4,1X1,P25,Pocillopora,Enriched,4.186,0,1,T6
C4_1X1_P26A,T6,C4,1X1,P26A,Pocillopora,Enriched,1.488,1,1,T6
C4_1X1_P26A,T9,C4,1X1,P26A,Pocillopora,Enriched,5.275,0,1,T6
C4_1X1_P27,T9,C4,1X1,P27,Pocillopora,Enriched,1.112,1,1,T9
C4_1X1_P28,T9,C4,1X1,P28,Pocillopora,Enriched,1.238,1,1,T9
C4_1X1_P29,T9,C4,1X1,P29,Pocillopora,Enriched,1.32,1,1,T9
C4_1X1_P03,T3,C4,1X1,P03,Pocillopora,Enriched,3.759,1,1,T3
C4_1X1_P03,T6,C4,1X1,P03,Pocillopora,Enriched,8.648,0,1,T3
C4_1X1_P03,T9,C4,1X1,P03,Pocillopora,Enriched,15.783,0,1,T3
C4_1X1_P30,T9,C4,1X1,P30,Pocillopora,Enriched,2.967,1,1,T9
C4_1X1_P32,T9,C4,1X1,P32,Pocillopora,Enriched,2.912,1,1,T9
C4_1X1_P33,T9,C4,1X1,P33,Pocillopora,Enriched,3.992,1,1,T9
C4_1X1_P34,T9,C4,1X1,P34,Pocillopora,Enriched,3.202,1,1,T9
C4_1X1_P35,T9,C4,1X1,P35,Pocillopora,Enriched,2.646,1,1,T9
C4_1X1_P38,T6,C4,1X1,P38,Pocillopora,Enriched,2.244,1,1,T6
C4_1X1_P38,T9,C4,1X1,P38,Pocillopora,Enriched,5.281,0,1,T6
C4_1X1_P39,T9,C4,1X1,P39,Pocillopora,Enriched,7.4,1,1,T9
C4_1X1_P40,T9,C4,1X1,P40,Pocillopora,Enriched,5.285,1,1,T9
C4_1X1_P06,T3,C4,1X1,P06,Pocillopora,Enriched,3.25,1,1,T3
C4_1X1_P06,T6,C4,1X1,P06,Pocillopora,Enriched,5.772,0,1,T3
C4_1X1_P06,T9,C4,1X1,P06,Pocillopora,Enriched,5.727,0,1,T3
C4_1X1_P07,T9,C4,1X1,P07,Pocillopora,Enriched,12.137,0,1,T3
C4_1X1_P07,T3,C4,1X1,P07,Pocillopora,Enriched,4.133,1,1,T3
C4_1X1_P07,T6,C4,1X1,P07,Pocillopora,Enriched,7.998,0,1,T3
C4_1X1_P08,T9,C4,1X1,P08,Pocillopora,Enriched,7.267,0,1,T3
C4_1X1_P08,T3,C4,1X1,P08,Pocillopora,Enriched,2.286,1,1,T3
C4_1X1_P08,T6,C4,1X1,P08,Pocillopora,Enriched,4.437,0,1,T3
C4_1X1_P09,T9,C4,1X1,P09,Pocillopora,Enriched,4.399,0,1,T3
C4_1X1_P09,T3,C4,1X1,P09,Pocillopora,Enriched,5.796,1,1,T3
C4_1X1_P09,T6,C4,1X1,P09,Pocillopora,Enriched,4.259,0,1,T3
C4_2X2_P01,T3,C4,2X2,P01,Pocillopora,Enriched,2.587,1,1,T3
C4_2X2_P01,T6,C4,2X2,P01,Pocillopora,Enriched,7.449,0,1,T3
C4_2X2_P01,T9,C4,2X2,P01,Pocillopora,Enriched,10.586,0,1,T3
C4_2X2_P12,T3,C4,2X2,P12,Pocillopora,Enriched,3.481,1,1,T3
C4_2X2_P12,T9,C4,2X2,P12,Pocillopora,Enriched,9.023,0,1,T3
C4_2X2_P12,T6,C4,2X2,P12,Pocillopora,Enriched,6.471,0,1,T3
C4_2X2_P14B,T9,C4,2X2,P14B,Pocillopora,Enriched,5.425,0,1,T6
C4_2X2_P14B,T6,C4,2X2,P14B,Pocillopora,Enriched,4.208,1,1,T6
C4_2X2_P15,T0,C4,2X2,P15,Pocillopora,Enriched,NA,1,1,T0
C4_2X2_P15,T9,C4,2X2,P15,Pocillopora,Enriched,2.683,0,1,T0
C4_2X2_P15,T3,C4,2X2,P15,Pocillopora,Enriched,NA,0,0,T0
C4_2X2_P15,T6,C4,2X2,P15,Pocillopora,Enriched,NA,0,0,T0
C4_2X2_P16,T9,C4,2X2,P16,Pocillopora,Enriched,8.968,0,1,T6
C4_2X2_P16,T6,C4,2X2,P16,Pocillopora,Enriched,3.761,1,1,T6
C4_2X2_P17,T9,C4,2X2,P17,Pocillopora,Enriched,2.571,0,1,T6
C4_2X2_P17,T6,C4,2X2,P17,Pocillopora,Enriched,1.609,1,1,T6
C4_2X2_P19,T9,C4,2X2,P19,Pocillopora,Enriched,4.048,0,1,T6
C4_2X2_P19,T6,C4,2X2,P19,Pocillopora,Enriched,3.106,1,1,T6
C4_2X2_P20,T9,C4,2X2,P20,Pocillopora,Enriched,2.521,0,1,T6
C4_2X2_P20,T6,C4,2X2,P20,Pocillopora,Enriched,2.918,1,1,T6
C4_2X2_P22,T9,C4,2X2,P22,Pocillopora,Enriched,5.505,0,1,T6
C4_2X2_P22,T6,C4,2X2,P22,Pocillopora,Enriched,2.86,1,1,T6
C4_2X2_P25,T9,C4,2X2,P25,Pocillopora,Enriched,3.554,0,1,T6
C4_2X2_P25,T6,C4,2X2,P25,Pocillopora,Enriched,1.275,1,1,T6
C4_2X2_P26,T9,C4,2X2,P26,Pocillopora,Enriched,2.738,0,1,T6
C4_2X2_P26,T6,C4,2X2,P26,Pocillopora,Enriched,1.811,1,1,T6
C4_2X2_P27,T9,C4,2X2,P27,Pocillopora,Enriched,12.068,0,1,T6
C4_2X2_P27,T6,C4,2X2,P27,Pocillopora,Enriched,7.341,1,1,T6
C4_2X2_P28,T9,C4,2X2,P28,Pocillopora,Enriched,1.779,1,1,T9
C4_2X2_P29,T9,C4,2X2,P29,Pocillopora,Enriched,5.144,1,1,T9
C4_2X2_P30,T9,C4,2X2,P30,Pocillopora,Enriched,3.252,1,1,T9
C4_2X2_P06,T3,C4,2X2,P06,Pocillopora,Enriched,4.272,1,1,T3
C4_2X2_P06,T9,C4,2X2,P06,Pocillopora,Enriched,11.867,0,1,T3
C4_2X2_P06,T6,C4,2X2,P06,Pocillopora,Enriched,7.865,0,1,T3
C4_2X2_P07,T3,C4,2X2,P07,Pocillopora,Enriched,2.196,1,1,T3
C4_2X2_P07,T9,C4,2X2,P07,Pocillopora,Enriched,4.915,0,1,T3
C4_2X2_P07,T6,C4,2X2,P07,Pocillopora,Enriched,3.364,0,1,T3
C4_3X3_P01,T3,C4,3X3,P01,Pocillopora,Enriched,2.064,1,1,T3
C4_3X3_P01,T9,C4,3X3,P01,Pocillopora,Enriched,7.334,0,1,T3
C4_3X3_P01,T6,C4,3X3,P01,Pocillopora,Enriched,4.782,0,1,T3
C4_3X3_P15,T3,C4,3X3,P15,Pocillopora,Enriched,2.704,1,1,T3
C4_3X3_P15,T9,C4,3X3,P15,Pocillopora,Enriched,7.709,0,1,T3
C4_3X3_P15,T6,C4,3X3,P15,Pocillopora,Enriched,5.452,0,1,T3
C4_3X3_P16,T3,C4,3X3,P16,Pocillopora,Enriched,2.254,1,1,T3
C4_3X3_P16,T9,C4,3X3,P16,Pocillopora,Enriched,4.601,0,1,T3
C4_3X3_P16,T6,C4,3X3,P16,Pocillopora,Enriched,3.723,0,1,T3
C4_3X3_P17,T3,C4,3X3,P17,Pocillopora,Enriched,2.345,1,1,T3
C4_3X3_P17,T9,C4,3X3,P17,Pocillopora,Enriched,7.336,0,1,T3
C4_3X3_P17,T6,C4,3X3,P17,Pocillopora,Enriched,4.957,0,1,T3
C4_3X3_P24,T3,C4,3X3,P24,Pocillopora,Enriched,1.11,1,1,T3
C4_3X3_P24,T9,C4,3X3,P24,Pocillopora,Enriched,NA,0,0,T3
C4_3X3_P24,T6,C4,3X3,P24,Pocillopora,Enriched,NA,0,0,T3
C4_3X3_P26,T3,C4,3X3,P26,Pocillopora,Enriched,3.616,1,1,T3
C4_3X3_P26,T9,C4,3X3,P26,Pocillopora,Enriched,10.625,0,1,T3
C4_3X3_P26,T6,C4,3X3,P26,Pocillopora,Enriched,5.795,0,1,T3
C4_3X3_P28,T9,C4,3X3,P28,Pocillopora,Enriched,3.925,0,1,T6
C4_3X3_P28,T6,C4,3X3,P28,Pocillopora,Enriched,2.264,1,1,T6
C4_3X3_P31,T9,C4,3X3,P31,Pocillopora,Enriched,4.064,0,1,T6
C4_3X3_P31,T6,C4,3X3,P31,Pocillopora,Enriched,2.778,1,1,T6
C4_3X3_P32,T9,C4,3X3,P32,Pocillopora,Enriched,2.564,0,1,T6
C4_3X3_P32,T6,C4,3X3,P32,Pocillopora,Enriched,1.468,1,1,T6
C4_3X3_P33,T9,C4,3X3,P33,Pocillopora,Enriched,3.804,0,1,T6
C4_3X3_P33,T6,C4,3X3,P33,Pocillopora,Enriched,2.501,1,1,T6
C4_3X3_P34,T9,C4,3X3,P34,Pocillopora,Enriched,4.487,0,1,T6
C4_3X3_P34,T6,C4,3X3,P34,Pocillopora,Enriched,1.511,1,1,T6
C4_3X3_P36,T9,C4,3X3,P36,Pocillopora,Enriched,5.44,0,1,T6
C4_3X3_P36,T6,C4,3X3,P36,Pocillopora,Enriched,2.209,1,1,T6
C4_3X3_P37,T9,C4,3X3,P37,Pocillopora,Enriched,4.373,0,1,T6
C4_3X3_P37,T6,C4,3X3,P37,Pocillopora,Enriched,4.344,1,1,T6
C4_3X3_P38,T9,C4,3X3,P38,Pocillopora,Enriched,3.818,0,1,T6
C4_3X3_P38,T6,C4,3X3,P38,Pocillopora,Enriched,1.361,1,1,T6
C4_3X3_P39,T9,C4,3X3,P39,Pocillopora,Enriched,2.205,0,1,T6
C4_3X3_P39,T6,C4,3X3,P39,Pocillopora,Enriched,1.072,1,1,T6
C4_3X3_P04,T9,C4,3X3,P04,Pocillopora,Enriched,7.527,0,1,T3
C4_3X3_P04,T6,C4,3X3,P04,Pocillopora,Enriched,4.625,0,1,T3
C4_3X3_P04,T3,C4,3X3,P04,Pocillopora,Enriched,2.382,1,1,T3
C4_3X3_P40,T6,C4,3X3,P40,Pocillopora,Enriched,0.714,1,1,T6
C4_3X3_P40,T9,C4,3X3,P40,Pocillopora,Enriched,2.448,0,1,T6
C4_3X3_P41,T9,C4,3X3,P41,Pocillopora,Enriched,3.776,1,1,T9
C4_3X3_P07,T6,C4,3X3,P07,Pocillopora,Enriched,9.279,0,1,T3
C4_3X3_P07,T9,C4,3X3,P07,Pocillopora,Enriched,13.832,0,1,T3
C4_3X3_P07,T3,C4,3X3,P07,Pocillopora,Enriched,4.177,1,1,T3
C4_open_P10,T6,C4,open,P10,Pocillopora,Enriched,2.317,1,1,T6
C4_open_P10,T9,C4,open,P10,Pocillopora,Enriched,3.961,0,1,T6
C4_open_P11,T6,C4,open,P11,Pocillopora,Enriched,3.716,1,1,T6
C4_open_P11,T9,C4,open,P11,Pocillopora,Enriched,5.963,0,1,T6
C4_open_P12,T6,C4,open,P12,Pocillopora,Enriched,2.459,1,1,T6
C4_open_P12,T9,C4,open,P12,Pocillopora,Enriched,4.286,0,1,T6
C4_open_P13,T6,C4,open,P13,Pocillopora,Enriched,2.121,1,1,T6
C4_open_P13,T9,C4,open,P13,Pocillopora,Enriched,7.799,0,1,T6
C4_open_P14,T6,C4,open,P14,Pocillopora,Enriched,1.809,1,1,T6
C4_open_P14,T9,C4,open,P14,Pocillopora,Enriched,3.009,0,1,T6
C4_open_P15,T6,C4,open,P15,Pocillopora,Enriched,1.184,1,1,T6
C4_open_P15,T9,C4,open,P15,Pocillopora,Enriched,1.99,0,1,T6
C4_open_P16,T6,C4,open,P16,Pocillopora,Enriched,1.748,1,1,T6
C4_open_P16,T9,C4,open,P16,Pocillopora,Enriched,4.021,0,1,T6
C4_open_P17,T6,C4,open,P17,Pocillopora,Enriched,2.969,1,1,T6
C4_open_P17,T9,C4,open,P17,Pocillopora,Enriched,4.147,0,1,T6
C4_open_P18,T6,C4,open,P18,Pocillopora,Enriched,1.843,1,1,T6
C4_open_P18,T9,C4,open,P18,Pocillopora,Enriched,4.143,0,1,T6
C4_open_P19,T6,C4,open,P19,Pocillopora,Enriched,4.541,1,1,T6
C4_open_P19,T9,C4,open,P19,Pocillopora,Enriched,8.383,0,1,T6
C4_open_P02,T3,C4,open,P02,Pocillopora,Enriched,2.164,1,1,T3
C4_open_P02,T6,C4,open,P02,Pocillopora,Enriched,4.264,0,1,T3
C4_open_P02,T9,C4,open,P02,Pocillopora,Enriched,7.467,0,1,T3
C4_open_P21,T9,C4,open,P21,Pocillopora,Enriched,5.152,1,1,T9
C4_open_P22,T9,C4,open,P22,Pocillopora,Enriched,2.59,1,1,T9
C4_open_P23,T6,C4,open,P23,Pocillopora,Enriched,1.046,1,1,T6
C4_open_P23,T9,C4,open,P23,Pocillopora,Enriched,2.407,0,1,T6
C4_open_P27,T6,C4,open,P27,Pocillopora,Enriched,2.022,1,1,T6
C4_open_P27,T9,C4,open,P27,Pocillopora,Enriched,3.113,0,1,T6
C4_open_P29,T6,C4,open,P29,Pocillopora,Enriched,3.044,1,1,T6
C4_open_P29,T9,C4,open,P29,Pocillopora,Enriched,1.86,0,1,T6
C4_open_P31,T9,C4,open,P31,Pocillopora,Enriched,3.639,1,1,T9
C4_open_P32,T9,C4,open,P32,Pocillopora,Enriched,3.828,1,1,T9
C4_open_P33,T9,C4,open,P33,Pocillopora,Enriched,2.461,1,1,T9
C4_open_P34,T9,C4,open,P34,Pocillopora,Enriched,1.671,1,1,T9
C4_open_P05,T3,C4,open,P05,Pocillopora,Enriched,2.494,1,1,T3
C4_open_P05,T6,C4,open,P05,Pocillopora,Enriched,4.105,0,1,T3
C4_open_P05,T9,C4,open,P05,Pocillopora,Enriched,5.898,0,1,T3
C4_open_P09,T6,C4,open,P09,Pocillopora,Enriched,2.579,1,1,T6
C4_open_P09,T9,C4,open,P09,Pocillopora,Enriched,5.049,0,1,T6
D1_1X1_P02,T3,D1,1X1,P02,Pocillopora,Ambient,2.537,0,1,T0
D1_1X1_P02,T6,D1,1X1,P02,Pocillopora,Ambient,5.48,0,1,T0
D1_1X1_P02,T0,D1,1X1,P02,Pocillopora,Ambient,NA,1,1,T0
D1_1X1_P02,T9,D1,1X1,P02,Pocillopora,Ambient,6.967,0,1,T0
D1_1X1_P03,T3,D1,1X1,P03,Pocillopora,Ambient,1.678,1,1,T3
D1_1X1_P03,T6,D1,1X1,P03,Pocillopora,Ambient,3.084,0,1,T3
D1_1X1_P03,T9,D1,1X1,P03,Pocillopora,Ambient,4.49,0,1,T3
D1_1X1_P04,T3,D1,1X1,P04,Pocillopora,Ambient,1.542,1,1,T3
D1_1X1_P04,T6,D1,1X1,P04,Pocillopora,Ambient,6.134,0,1,T3
D1_1X1_P04,T9,D1,1X1,P04,Pocillopora,Ambient,9.712,0,1,T3
D1_1X1_P05,T6,D1,1X1,P05,Pocillopora,Ambient,3.403,1,1,T6
D1_1X1_P05,T9,D1,1X1,P05,Pocillopora,Ambient,6.33,0,1,T6
D1_1X1_P06,T6,D1,1X1,P06,Pocillopora,Ambient,1.465,1,1,T6
D1_1X1_P06,T9,D1,1X1,P06,Pocillopora,Ambient,2.649,0,1,T6
D1_1X1_P07,T9,D1,1X1,P07,Pocillopora,Ambient,1.708,1,1,T9
D1_1X1_P08,T9,D1,1X1,P08,Pocillopora,Ambient,2.906,1,1,T9
D1_2X2_P01,T6,D1,2X2,P01,Pocillopora,Ambient,10.186,0,1,T0
D1_2X2_P01,T3,D1,2X2,P01,Pocillopora,Ambient,4.766,0,1,T0
D1_2X2_P01,T9,D1,2X2,P01,Pocillopora,Ambient,15.887,0,1,T0
D1_2X2_P01,T0,D1,2X2,P01,Pocillopora,Ambient,NA,1,1,T0
D1_2X2_P10,T9,D1,2X2,P10,Pocillopora,Ambient,3.51,1,1,T3
D1_2X2_P03,T6,D1,2X2,P03,Pocillopora,Ambient,3.484,0,1,T3
D1_2X2_P03,T9,D1,2X2,P03,Pocillopora,Ambient,5.894,0,1,T3
D1_2X2_P03,T3,D1,2X2,P03,Pocillopora,Ambient,1.907,1,1,T3
D1_2X2_P06,T9,D1,2X2,P06,Pocillopora,Ambient,10.77,0,1,T3
D1_2X2_P06,T6,D1,2X2,P06,Pocillopora,Ambient,6.92,0,1,T3
D1_2X2_P06,T3,D1,2X2,P06,Pocillopora,Ambient,2.031,1,1,T3
D1_2X2_P09,T9,D1,2X2,P09,Pocillopora,Ambient,4.329,1,1,T9
D1_3X3_P01,T9,D1,3X3,P01,Pocillopora,Ambient,6.614,0,1,T3
D1_3X3_P01,T3,D1,3X3,P01,Pocillopora,Ambient,2.557,0,1,T3
D1_3X3_P01,T6,D1,3X3,P01,Pocillopora,Ambient,4.025,0,1,T3
D1_3X3_P01,T0,D1,3X3,P01,Pocillopora,Ambient,NA,1,1,T3
D1_3X3_P11,T9,D1,3X3,P11,Pocillopora,Ambient,3.422,0,1,T6
D1_3X3_P11,T6,D1,3X3,P11,Pocillopora,Ambient,2.303,1,1,T6
D1_3X3_P12,T3,D1,3X3,P12,Pocillopora,Ambient,2.446,0,1,T3
D1_3X3_P12,T9,D1,3X3,P12,Pocillopora,Ambient,6.282,1,1,T3
D1_3X3_P12,T6,D1,3X3,P12,Pocillopora,Ambient,4.545,0,1,T3
D1_3X3_P13,T9,D1,3X3,P13,Pocillopora,Ambient,3.241,0,1,T6
D1_3X3_P13,T6,D1,3X3,P13,Pocillopora,Ambient,1.76,1,1,T6
D1_3X3_P04,T9,D1,3X3,P04,Pocillopora,Ambient,8.024,0,1,T0
D1_3X3_P04,T3,D1,3X3,P04,Pocillopora,Ambient,1.889,0,1,T0
D1_3X3_P04,T6,D1,3X3,P04,Pocillopora,Ambient,4.09,0,1,T0
D1_3X3_P04,T0,D1,3X3,P04,Pocillopora,Ambient,NA,1,1,T0
D1_3X3_P07,T9,D1,3X3,P07,Pocillopora,Ambient,5.163,0,1,T3
D1_3X3_P07,T3,D1,3X3,P07,Pocillopora,Ambient,0.783,1,1,T3
D1_3X3_P07,T6,D1,3X3,P07,Pocillopora,Ambient,2.832,0,1,T3
D1_3X3_P08,T9,D1,3X3,P08,Pocillopora,Ambient,4.853,0,1,T3
D1_3X3_P08,T3,D1,3X3,P08,Pocillopora,Ambient,1.921,1,1,T3
D1_3X3_P08,T6,D1,3X3,P08,Pocillopora,Ambient,2.696,0,1,T3
D1_3X3_P09,T3,D1,3X3,P09,Pocillopora,Ambient,0.979,1,1,T3
D1_3X3_P09,T9,D1,3X3,P09,Pocillopora,Ambient,4.322,0,1,T3
D1_3X3_P09,T6,D1,3X3,P09,Pocillopora,Ambient,2.343,0,1,T3
D1_open_P11,T9,D1,open,P11,Pocillopora,Ambient,3.418,1,1,T9
D1_open_P04,T9,D1,open,P04,Pocillopora,Ambient,3.125,0,1,T3
D1_open_P04,T3,D1,open,P04,Pocillopora,Ambient,0.977,1,1,T3
D1_open_P04,T6,D1,open,P04,Pocillopora,Ambient,1.976,0,1,T3
D1_open_P07,T9,D1,open,P07,Pocillopora,Ambient,4.349,0,1,T3
D1_open_P07,T3,D1,open,P07,Pocillopora,Ambient,1.808,1,1,T3
D1_open_P07,T6,D1,open,P07,Pocillopora,Ambient,2.687,0,1,T3
D1_open_P08,T9,D1,open,P08,Pocillopora,Ambient,6.828,0,1,T6
D1_open_P08,T6,D1,open,P08,Pocillopora,Ambient,3.668,1,1,T6
D1_open_P09,T9,D1,open,P09,Pocillopora,Ambient,10.212,1,1,T9
D3_1X1_P10,T3,D3,1X1,P10,Pocillopora,Enriched,3.438,1,1,T3
D3_1X1_P10,T9,D3,1X1,P10,Pocillopora,Enriched,12.102,0,1,T3
D3_1X1_P10,T6,D3,1X1,P10,Pocillopora,Enriched,6.346,0,1,T3
D3_1X1_P11,T3,D3,1X1,P11,Pocillopora,Enriched,1.732,1,1,T3
D3_1X1_P11,T9,D3,1X1,P11,Pocillopora,Enriched,3.636,0,1,T3
D3_1X1_P11,T6,D3,1X1,P11,Pocillopora,Enriched,4.107,0,1,T3
D3_1X1_P12,T3,D3,1X1,P12,Pocillopora,Enriched,3.821,1,1,T3
D3_1X1_P12,T9,D3,1X1,P12,Pocillopora,Enriched,6.505,0,1,T3
D3_1X1_P12,T6,D3,1X1,P12,Pocillopora,Enriched,5.84,0,1,T3
D3_1X1_P13,T3,D3,1X1,P13,Pocillopora,Enriched,4.722,1,1,T3
D3_1X1_P13,T9,D3,1X1,P13,Pocillopora,Enriched,11.469,0,1,T3
D3_1X1_P13,T6,D3,1X1,P13,Pocillopora,Enriched,8.299,0,1,T3
D3_1X1_P15,T3,D3,1X1,P15,Pocillopora,Enriched,1.364,1,1,T3
D3_1X1_P15,T9,D3,1X1,P15,Pocillopora,Enriched,5.991,0,1,T3
D3_1X1_P15,T6,D3,1X1,P15,Pocillopora,Enriched,3.356,0,1,T3
D3_1X1_P17,T3,D3,1X1,P17,Pocillopora,Enriched,4.143,1,1,T3
D3_1X1_P17,T9,D3,1X1,P17,Pocillopora,Enriched,9.446,0,1,T3
D3_1X1_P17,T6,D3,1X1,P17,Pocillopora,Enriched,7.426,0,1,T3
D3_1X1_P18,T6,D3,1X1,P18,Pocillopora,Enriched,2.328,1,1,T6
D3_1X1_P18,T9,D3,1X1,P18,Pocillopora,Enriched,3.044,0,1,T6
D3_1X1_P02,T3,D3,1X1,P02,Pocillopora,Enriched,2.405,1,1,T3
D3_1X1_P02,T6,D3,1X1,P02,Pocillopora,Enriched,4.854,0,1,T3
D3_1X1_P02,T9,D3,1X1,P02,Pocillopora,Enriched,10.178,0,1,T3
D3_1X1_P20,T6,D3,1X1,P20,Pocillopora,Enriched,2.178,1,1,T6
D3_1X1_P20,T9,D3,1X1,P20,Pocillopora,Enriched,6.196,0,1,T6
D3_1X1_P21,T9,D3,1X1,P21,Pocillopora,Enriched,1.805,1,1,T9
D3_1X1_P22A,T9,D3,1X1,P22A,Pocillopora,Enriched,1.781,1,1,T9
D3_1X1_P22B,T9,D3,1X1,P22B,Pocillopora,Enriched,6.352,1,1,T9
D3_1X1_P04,T3,D3,1X1,P04,Pocillopora,Enriched,3.979,1,1,T3
D3_1X1_P04,T6,D3,1X1,P04,Pocillopora,Enriched,5.852,0,1,T3
D3_1X1_P04,T9,D3,1X1,P04,Pocillopora,Enriched,7.326,0,1,T3
D3_1X1_P05,T3,D3,1X1,P05,Pocillopora,Enriched,3.014,1,1,T3
D3_1X1_P05,T6,D3,1X1,P05,Pocillopora,Enriched,3.876,0,1,T3
D3_1X1_P05,T9,D3,1X1,P05,Pocillopora,Enriched,5.419,0,1,T3
D3_1X1_P06,T3,D3,1X1,P06,Pocillopora,Enriched,4.426,1,1,T3
D3_1X1_P06,T6,D3,1X1,P06,Pocillopora,Enriched,7.182,0,1,T3
D3_1X1_P06,T9,D3,1X1,P06,Pocillopora,Enriched,11.23,0,1,T3
D3_1X1_P07,T3,D3,1X1,P07,Pocillopora,Enriched,2.588,1,1,T3
D3_1X1_P07,T6,D3,1X1,P07,Pocillopora,Enriched,5.908,0,1,T3
D3_1X1_P07,T9,D3,1X1,P07,Pocillopora,Enriched,9.433,0,1,T3
D3_1X1_P08,T3,D3,1X1,P08,Pocillopora,Enriched,2.491,1,1,T3
D3_1X1_P08,T6,D3,1X1,P08,Pocillopora,Enriched,7.395,0,1,T3
D3_1X1_P08,T9,D3,1X1,P08,Pocillopora,Enriched,10.007,0,1,T3
D3_2X2_P01,T3,D3,2X2,P01,Pocillopora,Enriched,1.859,0,1,T0
D3_2X2_P01,T6,D3,2X2,P01,Pocillopora,Enriched,3.458,0,1,T0
D3_2X2_P01,T0,D3,2X2,P01,Pocillopora,Enriched,NA,1,1,T0
D3_2X2_P01,T9,D3,2X2,P01,Pocillopora,Enriched,5.651,0,1,T0
D3_2X2_P02,T3,D3,2X2,P02,Pocillopora,Enriched,2.886,1,1,T3
D3_2X2_P02,T6,D3,2X2,P02,Pocillopora,Enriched,4.052,0,1,T3
D3_2X2_P02,T9,D3,2X2,P02,Pocillopora,Enriched,5.559,0,1,T3
D3_2X2_P03,T3,D3,2X2,P03,Pocillopora,Enriched,2.771,1,1,T3
D3_2X2_P03,T6,D3,2X2,P03,Pocillopora,Enriched,6.868,0,1,T3
D3_2X2_P03,T9,D3,2X2,P03,Pocillopora,Enriched,11.372,0,1,T3
D3_2X2_P05,T3,D3,2X2,P05,Pocillopora,Enriched,2.882,1,1,T3
D3_2X2_P05,T6,D3,2X2,P05,Pocillopora,Enriched,5.532,0,1,T3
D3_2X2_P05,T9,D3,2X2,P05,Pocillopora,Enriched,9.26,0,1,T3
D3_2X2_P06,T6,D3,2X2,P06,Pocillopora,Enriched,3.633,1,1,T6
D3_2X2_P06,T9,D3,2X2,P06,Pocillopora,Enriched,6.851,0,1,T6
