Un_ID,Timepoint,Un_id_tp,Block_plot,Herbivory_trt,Coral_Id,Coral_genus,Enrichment_trt,Recruitment,Alive,Notes1,Rec_timepoint
B1_3X3_P06,T9,B1_3X3_P6_T9,B1,3X3,P06,Pocillopora,Enriched,0,0,,T3
B1_3X3_P06,T6,B1_3X3_P6_T6,B1,3X3,P06,Pocillopora,Enriched,0,0,,T3
B1_3X3_P06,T3,B1_3X3_P6_T3,B1,3X3,P06,Pocillopora,Enriched,1,1,,T3
B1_3X3_P07,T9,B1_3X3_P7_T9,B1,3X3,P07,Pocillopora,Enriched,0,1,,T3
B1_3X3_P07,T3,B1_3X3_P7_T3,B1,3X3,P07,Pocillopora,Enriched,1,1,,T3
B1_3X3_P07,T6,B1_3X3_P7_T6,B1,3X3,P07,Pocillopora,Enriched,0,1,,T3
B1_3X3_P08,T6,B1_3X3_P8_T6,B1,3X3,P08,Pocillopora,Enriched,0,0,,T3
B1_3X3_P08,T9,B1_3X3_P8_T9,B1,3X3,P08,Pocillopora,Enriched,0,0,,T3
B1_3X3_P08,T3,B1_3X3_P8_T3,B1,3X3,P08,Pocillopora,Enriched,1,1,,T3
B1_3X3_P09,T6,B1_3X3_P9_T6,B1,3X3,P09,Pocillopora,Enriched,0,1,,T3
B1_3X3_P09,T3,B1_3X3_P9_T3,B1,3X3,P09,Pocillopora,Enriched,1,1,,T3
B1_3X3_P09,T9,B1_3X3_P9_T9,B1,3X3,P09,Pocillopora,Enriched,0,1,,T3
B1_open_P01,T9,B1_open_P1_T9,B1,open,P01,Pocillopora,Enriched,0,0,,T3
B1_open_P01,T3,B1_open_P1_T3,B1,open,P01,Pocillopora,Enriched,1,1,,T3
B1_open_P01,T6,B1_open_P1_T6,B1,open,P01,Pocillopora,Enriched,0,0,,T3
B1_open_P12A,T9,B1_open_P12A_T9,B1,open,P12A,Pocillopora,Enriched,0,1,,T6
B1_open_P12A,T6,B1_open_P12A_T6,B1,open,P12A,Pocillopora,Enriched,1,1,,T6
B1_open_P12B,T6,B1_open_P12B_T6,B1,open,P12B,Pocillopora,Enriched,0,1,,T3
B1_open_P12B,T3,B1_open_P12B_T3,B1,open,P12B,Pocillopora,Enriched,1,1,,T3
B1_open_P12B,T9,B1_open_P12B_T9,B1,open,P12B,Pocillopora,Enriched,0,0,,T3
B1_open_P13,T9,B1_open_P13_T9,B1,open,P13,Pocillopora,Enriched,0,1,,T6
B1_open_P13,T6,B1_open_P13_T6,B1,open,P13,Pocillopora,Enriched,1,1,,T6
B1_open_P14,T9,B1_open_P14_T9,B1,open,P14,Pocillopora,Enriched,1,1,,T9
B1_open_P15,T9,B1_open_P15_T9,B1,open,P15,Pocillopora,Enriched,1,1,"appeared at T9, but wasn't a recruit. rolled in from otuside",T9
B1_open_P16,T9,B1_open_P16_T9,B1,open,P16,Pocillopora,Enriched,1,1,"appeared at T9, but wasn't a recruit. rolled in from otuside",T9
B1_open_P17,T9,B1_open_P17_T9,B1,open,P17,Pocillopora,Enriched,1,1,new recruit,T9
B1_open_P18,T9,B1_open_P18_T9,B1,open,P18,Pocillopora,Enriched,1,1,"new at T9, but it's on the edge of the plot.",T9
B1_open_P02,T3,B1_open_P2_T3,B1,open,P02,Pocillopora,Enriched,1,1,,T3
B1_open_P02,T9,B1_open_P2_T9,B1,open,P02,Pocillopora,Enriched,0,0,,T3
B1_open_P02,T6,B1_open_P2_T6,B1,open,P02,Pocillopora,Enriched,0,0,,T3
B1_open_P03,T6,B1_open_P3_T6,B1,open,P03,Pocillopora,Enriched,0,1,,T3
B1_open_P03,T3,B1_open_P3_T3,B1,open,P03,Pocillopora,Enriched,1,1,,T3
B1_open_P03,T9,B1_open_P3_T9,B1,open,P03,Pocillopora,Enriched,0,1,,T3
B1_open_P04,T6,B1_open_P4_T6,B1,open,P04,Pocillopora,Enriched,0,1,,T3
B1_open_P04,T9,B1_open_P4_T9,B1,open,P04,Pocillopora,Enriched,0,1,,T3
B1_open_P04,T3,B1_open_P4_T3,B1,open,P04,Pocillopora,Enriched,1,1,,T3
B1_open_P05,T3,B1_open_P5_T3,B1,open,P05,Pocillopora,Enriched,1,1,,T3
B1_open_P05,T9,B1_open_P5_T9,B1,open,P05,Pocillopora,Enriched,0,1,,T3
B1_open_P05,T6,B1_open_P5_T6,B1,open,P05,Pocillopora,Enriched,0,1,,T3
B1_open_P06,T9,B1_open_P6_T9,B1,open,P06,Pocillopora,Enriched,0,1,,T3
B1_open_P06,T6,B1_open_P6_T6,B1,open,P06,Pocillopora,Enriched,0,1,,T3
B1_open_P06,T3,B1_open_P6_T3,B1,open,P06,Pocillopora,Enriched,1,1,,T3
B1_open_P07,T3,B1_open_P7_T3,B1,open,P07,Pocillopora,Enriched,1,1,,T3
B1_open_P07,T9,B1_open_P7_T9,B1,open,P07,Pocillopora,Enriched,0,1,,T3
B1_open_P07,T6,B1_open_P7_T6,B1,open,P07,Pocillopora,Enriched,0,1,,T3
B1_open_P08,T9,B1_open_P8_T9,B1,open,P08,Pocillopora,Enriched,0,1,,T6
B1_open_P08,T6,B1_open_P8_T6,B1,open,P08,Pocillopora,Enriched,1,1,,T6
B1_open_P09,T9,B1_open_P9_T9,B1,open,P09,Pocillopora,Enriched,0,0,,T6
B1_open_P09,T6,B1_open_P9_T6,B1,open,P09,Pocillopora,Enriched,1,1,,T6
B2_1X1_P10,T3,B2_1X1_P10_T3,B2,1X1,P10,Pocillopora,Ambient,1,1,,T3
B2_1X1_P10,T6,B2_1X1_P10_T6,B2,1X1,P10,Pocillopora,Ambient,0,1,,T3
B2_1X1_P10,T9,B2_1X1_P10_T9,B2,1X1,P10,Pocillopora,Ambient,0,1,,T3
B2_1X1_P11,T3,B2_1X1_P11_T3,B2,1X1,P11,Pocillopora,Ambient,1,1,,T3
B2_1X1_P11,T9,B2_1X1_P11_T9,B2,1X1,P11,Pocillopora,Ambient,0,1,,T3
B2_1X1_P11,T6,B2_1X1_P11_T6,B2,1X1,P11,Pocillopora,Ambient,0,1,,T3
B2_1X1_P12,T3,B2_1X1_P12_T3,B2,1X1,P12,Pocillopora,Ambient,1,1,,T3
B2_1X1_P12,T6,B2_1X1_P12_T6,B2,1X1,P12,Pocillopora,Ambient,0,1,,T3
B2_1X1_P12,T9,B2_1X1_P12_T9,B2,1X1,P12,Pocillopora,Ambient,0,1,,T3
B2_1X1_P15,T9,B2_1X1_P15_T9,B2,1X1,P15,Pocillopora,Ambient,0,0,,T3
B2_1X1_P15,T3,B2_1X1_P15_T3,B2,1X1,P15,Pocillopora,Ambient,1,1,,T3
B2_1X1_P15,T6,B2_1X1_P15_T6,B2,1X1,P15,Pocillopora,Ambient,0,0,,T3
B2_1X1_P16,T6,B2_1X1_P16_T6,B2,1X1,P16,Pocillopora,Ambient,0,1,,T3
B2_1X1_P16,T9,B2_1X1_P16_T9,B2,1X1,P16,Pocillopora,Ambient,0,1,,T3
B2_1X1_P16,T3,B2_1X1_P16_T3,B2,1X1,P16,Pocillopora,Ambient,1,1,,T3
B2_1X1_P18,T9,B2_1X1_P18_T9,B2,1X1,P18,Pocillopora,Ambient,0,0,,T3
B2_1X1_P18,T3,B2_1X1_P18_T3,B2,1X1,P18,Pocillopora,Ambient,1,1,,T3
B2_1X1_P18,T6,B2_1X1_P18_T6,B2,1X1,P18,Pocillopora,Ambient,0,0,,T3
B2_1X1_P19,T9,B2_1X1_P19_T9,B2,1X1,P19,Pocillopora,Ambient,0,1,,T6
B2_1X1_P19,T6,B2_1X1_P19_T6,B2,1X1,P19,Pocillopora,Ambient,1,1,,T6
B2_1X1_P02,T9,B2_1X1_P2_T9,B2,1X1,P02,Pocillopora,Ambient,0,1,,T3
B2_1X1_P02,T6,B2_1X1_P2_T6,B2,1X1,P02,Pocillopora,Ambient,0,1,,T3
B2_1X1_P02,T3,B2_1X1_P2_T3,B2,1X1,P02,Pocillopora,Ambient,1,1,,T3
B2_1X1_P20,T6,B2_1X1_P20_T6,B2,1X1,P20,Pocillopora,Ambient,0,0,,T3
B2_1X1_P20,T3,B2_1X1_P20_T3,B2,1X1,P20,Pocillopora,Ambient,1,1,,T3
B2_1X1_P20,T9,B2_1X1_P20_T9,B2,1X1,P20,Pocillopora,Ambient,0,0,,T3
B2_1X1_P21,T9,B2_1X1_P21_T9,B2,1X1,P21,Pocillopora,Ambient,1,1,,T9
B2_1X1_P22,T9,B2_1X1_P22_T9,B2,1X1,P22,Pocillopora,Ambient,1,1,,T9
B2_1X1_P23,T3,B2_1X1_P23_T3,B2,1X1,P23,Pocillopora,Ambient,0,1,,T0
B2_1X1_P23,T6,B2_1X1_P23_T6,B2,1X1,P23,Pocillopora,Ambient,0,1,can't see in photomosaic but must be there because we can see at T3 and T9. don't need to measure this timepoint,T0
B2_1X1_P23,T0,B2_1X1_P23_T0,B2,1X1,P23,Pocillopora,Ambient,1,1,0,T0
B2_1X1_P23,T9,B2_1X1_P23_T9,B2,1X1,P23,Pocillopora,Ambient,1,1,,T0
B2_1X1_P24,T3,B2_1X1_P24_T3,B2,1X1,P24,Pocillopora,Ambient,1,1,,T3
B2_1X1_P24,T6,B2_1X1_P24_T6,B2,1X1,P24,Pocillopora,Ambient,0,1,can't see in photomosaic but must be there because we can see at T3 and T9. don't need to measure this timepoint,T3
B2_1X1_P24,T9,B2_1X1_P24_T9,B2,1X1,P24,Pocillopora,Ambient,0,1,first time numbered but it's big and recruited previously,T3
B2_1X1_P25,T6,B2_1X1_P25_T6,B2,1X1,P25,Pocillopora,Ambient,1,1,,T6
B2_1X1_P25,T9,B2_1X1_P25_T9,B2,1X1,P25,Pocillopora,Ambient,0,1,,T6
B2_1X1_P26,T9,B2_1X1_P26_T9,B2,1X1,P26,Pocillopora,Ambient,1,1,,T9
B2_1X1_P27,T9,B2_1X1_P27_T9,B2,1X1,P27,Pocillopora,Ambient,1,1,possibly under tile at later timepoint,T9
B2_1X1_P28,T9,B2_1X1_P28_T9,B2,1X1,P28,Pocillopora,Ambient,1,1,,T9
B2_1X1_P29,T9,B2_1X1_P29_T9,B2,1X1,P29,Pocillopora,Ambient,1,1,,T9
B2_1X1_P03,T9,B2_1X1_P3_T9,B2,1X1,P03,Pocillopora,Ambient,0,1,,T0
B2_1X1_P03,T0,B2_1X1_P3_T0,B2,1X1,P03,Pocillopora,Ambient,1,1,0,T0
B2_1X1_P03,T3,B2_1X1_P3_T3,B2,1X1,P03,Pocillopora,Ambient,0,1,,T0
B2_1X1_P03,T6,B2_1X1_P3_T6,B2,1X1,P03,Pocillopora,Ambient,0,1,,T0
B2_1X1_P30,T6,B2_1X1_P30_T6,B2,1X1,P30,Pocillopora,Ambient,0,0,,T3
B2_1X1_P30,T3,B2_1X1_P30_T3,B2,1X1,P30,Pocillopora,Ambient,1,1,,T3
B2_1X1_P30,T9,B2_1X1_P30_T9,B2,1X1,P30,Pocillopora,Ambient,0,0,,T3
B2_1X1_P31,T9,B2_1X1_P31_T9,B2,1X1,P31,Pocillopora,Ambient,1,1,,T9
B2_1X1_P32,T9,B2_1X1_P32_T9,B2,1X1,P32,Pocillopora,Ambient,1,1,,T9
B2_1X1_P04,T6,B2_1X1_P4_T6,B2,1X1,P04,Pocillopora,Ambient,0,1,,T3
B2_1X1_P04,T9,B2_1X1_P4_T9,B2,1X1,P04,Pocillopora,Ambient,0,0,,T3
B2_1X1_P04,T3,B2_1X1_P4_T3,B2,1X1,P04,Pocillopora,Ambient,1,1,,T3
B2_1X1_P05,T9,B2_1X1_P5_T9,B2,1X1,P05,Pocillopora,Ambient,0,1,,T3
B2_1X1_P05,T3,B2_1X1_P5_T3,B2,1X1,P05,Pocillopora,Ambient,1,1,,T3
B2_1X1_P05,T6,B2_1X1_P5_T6,B2,1X1,P05,Pocillopora,Ambient,0,1,,T3
B2_1X1_P06,T3,B2_1X1_P6_T3,B2,1X1,P06,Pocillopora,Ambient,1,1,,T3
B2_1X1_P06,T9,B2_1X1_P6_T9,B2,1X1,P06,Pocillopora,Ambient,0,1,,T3
B2_1X1_P06,T6,B2_1X1_P6_T6,B2,1X1,P06,Pocillopora,Ambient,0,1,,T3
B2_1X1_P07,T3,B2_1X1_P7_T3,B2,1X1,P07,Pocillopora,Ambient,1,1,,T3
B2_1X1_P07,T6,B2_1X1_P7_T6,B2,1X1,P07,Pocillopora,Ambient,0,1,,T3
B2_1X1_P07,T9,B2_1X1_P7_T9,B2,1X1,P07,Pocillopora,Ambient,0,1,,T3
B2_1X1_P08,T9,B2_1X1_P8_T9,B2,1X1,P08,Pocillopora,Ambient,0,1,,T3
B2_1X1_P08,T6,B2_1X1_P8_T6,B2,1X1,P08,Pocillopora,Ambient,0,1,,T3
B2_1X1_P08,T3,B2_1X1_P8_T3,B2,1X1,P08,Pocillopora,Ambient,1,1,,T3
B2_1X1_P09,T9,B2_1X1_P9_T9,B2,1X1,P09,Pocillopora,Ambient,0,1,,T3
B2_1X1_P09,T6,B2_1X1_P9_T6,B2,1X1,P09,Pocillopora,Ambient,0,1,,T3
B2_1X1_P09,T3,B2_1X1_P9_T3,B2,1X1,P09,Pocillopora,Ambient,1,1,,T3
B2_2X2_P01,T9,B2_2X2_P1_T9,B2,2X2,P01,Pocillopora,Ambient,0,0,,T3
B2_2X2_P01,T3,B2_2X2_P1_T3,B2,2X2,P01,Pocillopora,Ambient,1,1,,T3
B2_2X2_P01,T6,B2_2X2_P1_T6,B2,2X2,P01,Pocillopora,Ambient,0,0,,T3
B2_2X2_P10,T9,B2_2X2_P10_T9,B2,2X2,P10,Pocillopora,Ambient,1,1,,T9
B2_2X2_P02,T6,B2_2X2_P2_T6,B2,2X2,P02,Pocillopora,Ambient,0,0,,T0
B2_2X2_P02,T3,B2_2X2_P2_T3,B2,2X2,P02,Pocillopora,Ambient,0,0,,T0
B2_2X2_P02,T0,B2_2X2_P2_T0,B2,2X2,P02,Pocillopora,Ambient,1,1,0,T0
B2_2X2_P02,T9,B2_2X2_P2_T9,B2,2X2,P02,Pocillopora,Ambient,0,0,,T0
B2_2X2_P03,T3,B2_2X2_P3_T3,B2,2X2,P03,Pocillopora,Ambient,0,1,,T0
B2_2X2_P03,T9,B2_2X2_P3_T9,B2,2X2,P03,Pocillopora,Ambient,0,1,,T0
B2_2X2_P03,T6,B2_2X2_P3_T6,B2,2X2,P03,Pocillopora,Ambient,0,1,,T0
B2_2X2_P03,T0,B2_2X2_P3_T0,B2,2X2,P03,Pocillopora,Ambient,1,1,0,T0
B2_2X2_P04,T6,B2_2X2_P4_T6,B2,2X2,P04,Pocillopora,Ambient,0,0,,T3
B2_2X2_P04,T9,B2_2X2_P4_T9,B2,2X2,P04,Pocillopora,Ambient,0,0,,T3
B2_2X2_P04,T3,B2_2X2_P4_T3,B2,2X2,P04,Pocillopora,Ambient,1,1,,T3
B2_2X2_P05,T0,B2_2X2_P5_T0,B2,2X2,P05,Pocillopora,Ambient,1,1,0,T0
B2_2X2_P05,T3,B2_2X2_P5_T3,B2,2X2,P05,Pocillopora,Ambient,0,1,,T0
B2_2X2_P05,T6,B2_2X2_P5_T6,B2,2X2,P05,Pocillopora,Ambient,0,1,,T0
B2_2X2_P05,T9,B2_2X2_P5_T9,B2,2X2,P05,Pocillopora,Ambient,0,1,,T0
B2_2X2_P06,T9,B2_2X2_P6_T9,B2,2X2,P06,Pocillopora,Ambient,0,1,,T6
B2_2X2_P06,T6,B2_2X2_P6_T6,B2,2X2,P06,Pocillopora,Ambient,1,1,,T6
B2_2X2_P07,T3,B2_2X2_P7_T3,B2,2X2,P07,Pocillopora,Ambient,1,1,,T3
B2_2X2_P07,T6,B2_2X2_P7_T6,B2,2X2,P07,Pocillopora,Ambient,0,1,,T3
B2_2X2_P07,T9,B2_2X2_P7_T9,B2,2X2,P07,Pocillopora,Ambient,0,1,,T3
B2_2X2_P08,T9,B2_2X2_P8_T9,B2,2X2,P08,Pocillopora,Ambient,0,1,is new but recruited a while ago. partially under skirt / out of cage,T6
B2_2X2_P08,T6,B2_2X2_P8_T6,B2,2X2,P08,Pocillopora,Ambient,1,1,,T6
B2_2X2_P09,T9,B2_2X2_P9_T9,B2,2X2,P09,Pocillopora,Ambient,0,1,,T6
B2_2X2_P09,T6,B2_2X2_P9_T6,B2,2X2,P09,Pocillopora,Ambient,1,1,,T6
B2_3X3_P01,T6,B2_3X3_P1_T6,B2,3X3,P01,Pocillopora,Ambient,0,1,,T3
B2_3X3_P01,T9,B2_3X3_P1_T9,B2,3X3,P01,Pocillopora,Ambient,0,1,,T3
B2_3X3_P01,T3,B2_3X3_P1_T3,B2,3X3,P01,Pocillopora,Ambient,1,1,,T3
B2_3X3_P10,T9,B2_3X3_P10_T9,B2,3X3,P10,Pocillopora,Ambient,0,0,under a different encrusting coral,T0
B2_3X3_P10,T6,B2_3X3_P10_T6,B2,3X3,P10,Pocillopora,Ambient,0,0,under a different encrusting coral,T0
B2_3X3_P10,T0,B2_3X3_P10_T0,B2,3X3,P10,Pocillopora,Ambient,1,1,0,T0
B2_3X3_P10,T3,B2_3X3_P10_T3,B2,3X3,P10,Pocillopora,Ambient,0,0,under a different encrusting coral,T0
B2_3X3_P12,T6,B2_3X3_P12_T6,B2,3X3,P12,Pocillopora,Ambient,0,1,,T3
B2_3X3_P12,T3,B2_3X3_P12_T3,B2,3X3,P12,Pocillopora,Ambient,1,1,,T3
B2_3X3_P12,T9,B2_3X3_P12_T9,B2,3X3,P12,Pocillopora,Ambient,0,1,,T3
B2_3X3_P13,T9,B2_3X3_P13_T9,B2,3X3,P13,Pocillopora,Ambient,0,0,,T3
B2_3X3_P13,T6,B2_3X3_P13_T6,B2,3X3,P13,Pocillopora,Ambient,0,0,,T3
B2_3X3_P13,T3,B2_3X3_P13_T3,B2,3X3,P13,Pocillopora,Ambient,1,1,,T3
B2_3X3_P14,T3,B2_3X3_P14_T3,B2,3X3,P14,Pocillopora,Ambient,1,1,,T3
B2_3X3_P14,T6,B2_3X3_P14_T6,B2,3X3,P14,Pocillopora,Ambient,0,1,,T3
B2_3X3_P14,T9,B2_3X3_P14_T9,B2,3X3,P14,Pocillopora,Ambient,0,1,,T3
B2_3X3_P15,T3,B2_3X3_P15_T3,B2,3X3,P15,Pocillopora,Ambient,1,1,,T3
B2_3X3_P15,T9,B2_3X3_P15_T9,B2,3X3,P15,Pocillopora,Ambient,0,1,,T3
B2_3X3_P15,T6,B2_3X3_P15_T6,B2,3X3,P15,Pocillopora,Ambient,0,1,,T3
B2_3X3_P16,T3,B2_3X3_P16_T3,B2,3X3,P16,Pocillopora,Ambient,1,1,,T3
B2_3X3_P16,T9,B2_3X3_P16_T9,B2,3X3,P16,Pocillopora,Ambient,0,1,,T3
B2_3X3_P16,T6,B2_3X3_P16_T6,B2,3X3,P16,Pocillopora,Ambient,0,1,,T3
B2_3X3_P17,T3,B2_3X3_P17_T3,B2,3X3,P17,Pocillopora,Ambient,1,1,,T3
B2_3X3_P17,T6,B2_3X3_P17_T6,B2,3X3,P17,Pocillopora,Ambient,0,1,,T3
B2_3X3_P17,T9,B2_3X3_P17_T9,B2,3X3,P17,Pocillopora,Ambient,0,0,,T3
B2_3X3_P18,T6,B2_3X3_P18_T6,B2,3X3,P18,Pocillopora,Ambient,1,1,,T6
B2_3X3_P18,T9,B2_3X3_P18_T9,B2,3X3,P18,Pocillopora,Ambient,0,1,,T6
B2_3X3_P19,T9,B2_3X3_P19_T9,B2,3X3,P19,Pocillopora,Ambient,0,1,,T6
B2_3X3_P19,T6,B2_3X3_P19_T6,B2,3X3,P19,Pocillopora,Ambient,1,1,,T6
B2_3X3_P02,T9,B2_3X3_P2_T9,B2,3X3,P02,Pocillopora,Ambient,0,1,,T3
B2_3X3_P02,T3,B2_3X3_P2_T3,B2,3X3,P02,Pocillopora,Ambient,1,1,,T3
B2_3X3_P02,T6,B2_3X3_P2_T6,B2,3X3,P02,Pocillopora,Ambient,0,1,,T3
B2_3X3_P20,T6,B2_3X3_P20_T6,B2,3X3,P20,Pocillopora,Ambient,1,1,,T6
B2_3X3_P20,T9,B2_3X3_P20_T9,B2,3X3,P20,Pocillopora,Ambient,0,0,,T6
B2_3X3_P21,T9,B2_3X3_P21_T9,B2,3X3,P21,Pocillopora,Ambient,0,1,,T6
B2_3X3_P21,T6,B2_3X3_P21_T6,B2,3X3,P21,Pocillopora,Ambient,1,1,,T6
B2_3X3_P22,T9,B2_3X3_P22_T9,B2,3X3,P22,Pocillopora,Ambient,0,1,is growing in from outside of the cage. exclude,T6
B2_3X3_P22,T6,B2_3X3_P22_T6,B2,3X3,P22,Pocillopora,Ambient,1,1,may have recruited previously,T6
B2_3X3_P03,T3,B2_3X3_P3_T3,B2,3X3,P03,Pocillopora,Ambient,1,1,might be in the corner but not visible because the ortho isn't resolved well,T3
B2_3X3_P03,T9,B2_3X3_P3_T9,B2,3X3,P03,Pocillopora,Ambient,0,1,,T3
B2_3X3_P03,T6,B2_3X3_P3_T6,B2,3X3,P03,Pocillopora,Ambient,0,1,,T3
B2_3X3_P04,T9,B2_3X3_P4_T9,B2,3X3,P04,Pocillopora,Ambient,0,0,could have been overgrown by neighboring Acropora,T3
B2_3X3_P04,T3,B2_3X3_P4_T3,B2,3X3,P04,Pocillopora,Ambient,1,1,,T3
B2_3X3_P04,T6,B2_3X3_P4_T6,B2,3X3,P04,Pocillopora,Ambient,0,0,could have been overgrown by neighboring Acropora,T3
B2_3X3_P05,T0,B2_3X3_P5_T0,B2,3X3,P05,Pocillopora,Ambient,1,1,0,T0
B2_3X3_P05,T9,B2_3X3_P5_T9,B2,3X3,P05,Pocillopora,Ambient,0,1,,T0
B2_3X3_P05,T6,B2_3X3_P5_T6,B2,3X3,P05,Pocillopora,Ambient,0,1,,T0
B2_3X3_P05,T3,B2_3X3_P5_T3,B2,3X3,P05,Pocillopora,Ambient,0,1,,T0
B2_3X3_P06,T6,B2_3X3_P6_T6,B2,3X3,P06,Pocillopora,Ambient,0,1,,T3
B2_3X3_P06,T9,B2_3X3_P6_T9,B2,3X3,P06,Pocillopora,Ambient,0,1,,T3
B2_3X3_P06,T3,B2_3X3_P6_T3,B2,3X3,P06,Pocillopora,Ambient,1,1,,T3
B2_3X3_P07,T3,B2_3X3_P7_T3,B2,3X3,P07,Pocillopora,Ambient,1,1,,T3
B2_3X3_P07,T9,B2_3X3_P7_T9,B2,3X3,P07,Pocillopora,Ambient,0,1,,T3
B2_3X3_P07,T6,B2_3X3_P7_T6,B2,3X3,P07,Pocillopora,Ambient,0,1,,T3
B2_3X3_P08,T9,B2_3X3_P8_T9,B2,3X3,P08,Pocillopora,Ambient,0,1,,T3
B2_3X3_P08,T3,B2_3X3_P8_T3,B2,3X3,P08,Pocillopora,Ambient,1,1,,T3
B2_3X3_P08,T6,B2_3X3_P8_T6,B2,3X3,P08,Pocillopora,Ambient,0,1,,T3
B2_3X3_P09,T6,B2_3X3_P9_T6,B2,3X3,P09,Pocillopora,Ambient,0,0,,T0
B2_3X3_P09,T9,B2_3X3_P9_T9,B2,3X3,P09,Pocillopora,Ambient,0,0,,T0
B2_3X3_P09,T0,B2_3X3_P9_T0,B2,3X3,P09,Pocillopora,Ambient,1,1,0,T0
B2_3X3_P09,T3,B2_3X3_P9_T3,B2,3X3,P09,Pocillopora,Ambient,0,1,,T0
B2_open_P01,T6,B2_open_P1_T6,B2,open,P01,Pocillopora,Ambient,0,1,,T3
B2_open_P01,T9,B2_open_P1_T9,B2,open,P01,Pocillopora,Ambient,0,1,,T3
B2_open_P01,T3,B2_open_P1_T3,B2,open,P01,Pocillopora,Ambient,1,1,,T3
B2_open_P10,T9,B2_open_P10_T9,B2,open,P10,Pocillopora,Ambient,0,1,,T6
B2_open_P10,T6,B2_open_P10_T6,B2,open,P10,Pocillopora,Ambient,1,1,,T6
B2_open_P11,T6,B2_open_P11_T6,B2,open,P11,Pocillopora,Ambient,1,1,,T6
B2_open_P11,T9,B2_open_P11_T9,B2,open,P11,Pocillopora,Ambient,0,1,,T6
B2_open_P12,T6,B2_open_P12_T6,B2,open,P12,Pocillopora,Ambient,1,1,,T6
B2_open_P12,T9,B2_open_P12_T9,B2,open,P12,Pocillopora,Ambient,0,1,,T6
B2_open_P13,T9,B2_open_P13_T9,B2,open,P13,Pocillopora,Ambient,1,1,,T9
B2_open_P14,T9,B2_open_P14_T9,B2,open,P14,Pocillopora,Ambient,1,1,,T9
B2_open_P15,T9,B2_open_P15_T9,B2,open,P15,Pocillopora,Ambient,1,1,,T9
B2_open_P17,T6,B2_open_P17_T6,B2,open,P17,Pocillopora,Ambient,1,1,,T6
B2_open_P17,T9,B2_open_P17_T9,B2,open,P17,Pocillopora,Ambient,0,1,,T6
B2_open_P02,T3,B2_open_P2_T3,B2,open,P02,Pocillopora,Ambient,1,1,,T3
B2_open_P02,T6,B2_open_P2_T6,B2,open,P02,Pocillopora,Ambient,0,1,,T3
B2_open_P02,T9,B2_open_P2_T9,B2,open,P02,Pocillopora,Ambient,0,1,,T3
B2_open_P03,T9,B2_open_P3_T9,B2,open,P03,Pocillopora,Ambient,0,1,,T3
B2_open_P03,T6,B2_open_P3_T6,B2,open,P03,Pocillopora,Ambient,0,1,,T3
B2_open_P03,T3,B2_open_P3_T3,B2,open,P03,Pocillopora,Ambient,1,1,,T3
B2_open_P04,T3,B2_open_P4_T3,B2,open,P04,Pocillopora,Ambient,1,1,,T3
B2_open_P04,T6,B2_open_P4_T6,B2,open,P04,Pocillopora,Ambient,0,1,,T3
B2_open_P04,T9,B2_open_P4_T9,B2,open,P04,Pocillopora,Ambient,0,1,,T3
B2_open_P05,T3,B2_open_P5_T3,B2,open,P05,Pocillopora,Ambient,0,1,,T0
B2_open_P05,T6,B2_open_P5_T6,B2,open,P05,Pocillopora,Ambient,0,1,,T0
B2_open_P05,T9,B2_open_P5_T9,B2,open,P05,Pocillopora,Ambient,0,1,,T0
B2_open_P05,T0,B2_open_P5_T0,B2,open,P05,Pocillopora,Ambient,1,1,0,T0
B2_open_P06,T3,B2_open_P6_T3,B2,open,P06,Pocillopora,Ambient,1,1,,T3
B2_open_P06,T9,B2_open_P6_T9,B2,open,P06,Pocillopora,Ambient,0,0,,T3
B2_open_P06,T6,B2_open_P6_T6,B2,open,P06,Pocillopora,Ambient,0,0,,T3
B2_open_P07,T3,B2_open_P7_T3,B2,open,P07,Pocillopora,Ambient,1,1,,T3
B2_open_P07,T6,B2_open_P7_T6,B2,open,P07,Pocillopora,Ambient,0,1,,T3
B2_open_P07,T9,B2_open_P7_T9,B2,open,P07,Pocillopora,Ambient,0,1,,T3
B2_open_P08,T3,B2_open_P8_T3,B2,open,P08,Pocillopora,Ambient,1,1,,T3
B2_open_P08,T6,B2_open_P8_T6,B2,open,P08,Pocillopora,Ambient,0,1,,T3
B2_open_P08,T9,B2_open_P8_T9,B2,open,P08,Pocillopora,Ambient,0,1,,T3
B2_open_P09,T9,B2_open_P9_T9,B2,open,P09,Pocillopora,Ambient,0,1,,T6
B2_open_P09,T6,B2_open_P9_T6,B2,open,P09,Pocillopora,Ambient,1,1,,T6
C2_1X1_P01,T0,C2_1X1_P1_T0,C2,1X1,P01,Pocillopora,Ambient,1,1,0,T0
C2_1X1_P01,T9,C2_1X1_P1_T9,C2,1X1,P01,Pocillopora,Ambient,0,1,,T0
C2_1X1_P01,T6,C2_1X1_P1_T6,C2,1X1,P01,Pocillopora,Ambient,0,1,,T0
C2_1X1_P01,T3,C2_1X1_P1_T3,C2,1X1,P01,Pocillopora,Ambient,0,1,,T0
C2_1X1_P10,T9,C2_1X1_P10_T9,C2,1X1,P10,Pocillopora,Ambient,1,1,,T9
C2_1X1_P11,T9,C2_1X1_P11_T9,C2,1X1,P11,Pocillopora,Ambient,1,1,,T9
