Un_ID,Timepoint,Un_id_tp,Block_plot,Herbivory_trt,Coral_Id,Coral_genus,Enrichment_trt,Recruitment,Alive,Notes1,Rec_timepoint
A4_2X2_P11,T6,A4_2X2_P11_T6,A4,2X2,P11,Pocillopora,Ambient,0,1,,T3
A4_2X2_P11,T9,A4_2X2_P11_T9,A4,2X2,P11,Pocillopora,Ambient,0,1,,T3
A4_2X2_P12,T9,A4_2X2_P12_T9,A4,2X2,P12,Pocillopora,Ambient,0,1,,T0
A4_2X2_P12,T3,A4_2X2_P12_T3,A4,2X2,P12,Pocillopora,Ambient,0,1,,T0
A4_2X2_P12,T6,A4_2X2_P12_T6,A4,2X2,P12,Pocillopora,Ambient,0,1,,T0
A4_2X2_P12,T0,A4_2X2_P12_T0,A4,2X2,P12,Pocillopora,Ambient,1,1,0,T0
A4_2X2_P13,T9,A4_2X2_P13_T9,A4,2X2,P13,Pocillopora,Ambient,0,1,,T3
A4_2X2_P13,T3,A4_2X2_P13_T3,A4,2X2,P13,Pocillopora,Ambient,1,1,,T3
A4_2X2_P13,T6,A4_2X2_P13_T6,A4,2X2,P13,Pocillopora,Ambient,0,1,,T3
A4_2X2_P14,T3,A4_2X2_P14_T3,A4,2X2,P14,Pocillopora,Ambient,1,1,,T3
A4_2X2_P14,T6,A4_2X2_P14_T6,A4,2X2,P14,Pocillopora,Ambient,0,1,,T3
A4_2X2_P14,T9,A4_2X2_P14_T9,A4,2X2,P14,Pocillopora,Ambient,0,1,also turbinaria,T3
A4_2X2_P16,T6,A4_2X2_P16_T6,A4,2X2,P16,Pocillopora,Ambient,1,1,,T6
A4_2X2_P16,T9,A4_2X2_P16_T9,A4,2X2,P16,Pocillopora,Ambient,0,0,,T6
A4_2X2_P17,T6,A4_2X2_P17_T6,A4,2X2,P17,Pocillopora,Ambient,1,1,,T6
A4_2X2_P17,T9,A4_2X2_P17_T9,A4,2X2,P17,Pocillopora,Ambient,0,1,not visible but must be alive because we can see it in t 10,T6
A4_2X2_P02,T6,A4_2X2_P2_T6,A4,2X2,P02,Pocillopora,Ambient,0,1,,T3
A4_2X2_P02,T3,A4_2X2_P2_T3,A4,2X2,P02,Pocillopora,Ambient,1,1,,T3
A4_2X2_P02,T9,A4_2X2_P2_T9,A4,2X2,P02,Pocillopora,Ambient,0,1,,T3
A4_2X2_P03,T6,A4_2X2_P3_T6,A4,2X2,P03,Pocillopora,Ambient,0,1,,T3
A4_2X2_P03,T9,A4_2X2_P3_T9,A4,2X2,P03,Pocillopora,Ambient,0,1,,T3
A4_2X2_P03,T3,A4_2X2_P3_T3,A4,2X2,P03,Pocillopora,Ambient,1,1,,T3
A4_2X2_P04,T6,A4_2X2_P4_T6,A4,2X2,P04,Pocillopora,Ambient,0,0,,T3
A4_2X2_P04,T3,A4_2X2_P4_T3,A4,2X2,P04,Pocillopora,Ambient,1,1,,T3
A4_2X2_P04,T9,A4_2X2_P4_T9,A4,2X2,P04,Pocillopora,Ambient,0,0,,T3
A4_2X2_P05,T9,A4_2X2_P5_T9,A4,2X2,P05,Pocillopora,Ambient,0,1,,T3
A4_2X2_P05,T3,A4_2X2_P5_T3,A4,2X2,P05,Pocillopora,Ambient,1,1,,T3
A4_2X2_P05,T6,A4_2X2_P5_T6,A4,2X2,P05,Pocillopora,Ambient,0,1,,T3
A4_2X2_P06,T9,A4_2X2_P6_T9,A4,2X2,P06,Pocillopora,Ambient,0,1,,T3
A4_2X2_P06,T6,A4_2X2_P6_T6,A4,2X2,P06,Pocillopora,Ambient,0,1,,T3
A4_2X2_P06,T3,A4_2X2_P6_T3,A4,2X2,P06,Pocillopora,Ambient,1,1,,T3
A4_2X2_P07,T0,A4_2X2_P7_T0,A4,2X2,P07,Pocillopora,Ambient,1,1,0,T0
A4_2X2_P07,T3,A4_2X2_P7_T3,A4,2X2,P07,Pocillopora,Ambient,0,0,,T0
A4_2X2_P07,T6,A4_2X2_P7_T6,A4,2X2,P07,Pocillopora,Ambient,0,0,,T0
A4_2X2_P07,T9,A4_2X2_P7_T9,A4,2X2,P07,Pocillopora,Ambient,0,0,,T0
A4_2X2_P09,T6,A4_2X2_P9_T6,A4,2X2,P09,Pocillopora,Ambient,0,1,,T3
A4_2X2_P09,T9,A4_2X2_P9_T9,A4,2X2,P09,Pocillopora,Ambient,0,1,,T3
A4_2X2_P09,T3,A4_2X2_P9_T3,A4,2X2,P09,Pocillopora,Ambient,1,1,,T3
A4_3X3_P01,T3,A4_3X3_P1_T3,A4,3X3,P01,Pocillopora,Ambient,1,1,,T3
A4_3X3_P01,T9,A4_3X3_P1_T9,A4,3X3,P01,Pocillopora,Ambient,0,1,,T3
A4_3X3_P01,T6,A4_3X3_P1_T6,A4,3X3,P01,Pocillopora,Ambient,0,1,,T3
A4_3X3_P11,T9,A4_3X3_P11_T9,A4,3X3,P11,Pocillopora,Ambient,0,0,,T6
A4_3X3_P11,T6,A4_3X3_P11_T6,A4,3X3,P11,Pocillopora,Ambient,1,1,,T6
A4_3X3_P12,T6,A4_3X3_P12_T6,A4,3X3,P12,Pocillopora,Ambient,1,1,,T6
A4_3X3_P12,T9,A4_3X3_P12_T9,A4,3X3,P12,Pocillopora,Ambient,0,1,,T6
A4_3X3_P13,T6,A4_3X3_P13_T6,A4,3X3,P13,Pocillopora,Ambient,1,0,i think this coral is missing. very difficult to see,T6
A4_3X3_P13,T9,A4_3X3_P13_T9,A4,3X3,P13,Pocillopora,Ambient,0,0,,T6
A4_3X3_P14,T9,A4_3X3_P14_T9,A4,3X3,P14,Pocillopora,Ambient,1,1,,T9
A4_3X3_P15,T9,A4_3X3_P15_T9,A4,3X3,P15,Pocillopora,Ambient,1,1,,T9
A4_3X3_P16,T9,A4_3X3_P16_T9,A4,3X3,P16,Pocillopora,Ambient,1,1,,T9
A4_3X3_P02,T6,A4_3X3_P2_T6,A4,3X3,P02,Pocillopora,Ambient,0,1,,T3
A4_3X3_P02,T3,A4_3X3_P2_T3,A4,3X3,P02,Pocillopora,Ambient,1,1,,T3
A4_3X3_P02,T9,A4_3X3_P2_T9,A4,3X3,P02,Pocillopora,Ambient,0,1,,T3
A4_3X3_P03,T3,A4_3X3_P3_T3,A4,3X3,P03,Pocillopora,Ambient,1,1,,T3
A4_3X3_P03,T9,A4_3X3_P3_T9,A4,3X3,P03,Pocillopora,Ambient,0,0,,T3
A4_3X3_P03,T6,A4_3X3_P3_T6,A4,3X3,P03,Pocillopora,Ambient,0,1,,T3
A4_3X3_P04,T3,A4_3X3_P4_T3,A4,3X3,P04,Pocillopora,Ambient,1,1,,T3
A4_3X3_P04,T6,A4_3X3_P4_T6,A4,3X3,P04,Pocillopora,Ambient,0,1,,T3
A4_3X3_P04,T9,A4_3X3_P4_T9,A4,3X3,P04,Pocillopora,Ambient,0,1,,T3
A4_3X3_P05,T9,A4_3X3_P5_T9,A4,3X3,P05,Pocillopora,Ambient,0,0,,T3
A4_3X3_P05,T6,A4_3X3_P5_T6,A4,3X3,P05,Pocillopora,Ambient,0,1,,T3
A4_3X3_P05,T3,A4_3X3_P5_T3,A4,3X3,P05,Pocillopora,Ambient,1,1,,T3
A4_3X3_P06,T9,A4_3X3_P6_T9,A4,3X3,P06,Pocillopora,Ambient,0,1,,T3
A4_3X3_P06,T3,A4_3X3_P6_T3,A4,3X3,P06,Pocillopora,Ambient,1,1,,T3
A4_3X3_P06,T6,A4_3X3_P6_T6,A4,3X3,P06,Pocillopora,Ambient,0,1,,T3
A4_3X3_P07,T0,A4_3X3_P7_T0,A4,3X3,P07,Pocillopora,Ambient,1,1,0,T0
A4_3X3_P07,T9,A4_3X3_P7_T9,A4,3X3,P07,Pocillopora,Ambient,0,0,,T0
A4_3X3_P07,T6,A4_3X3_P7_T6,A4,3X3,P07,Pocillopora,Ambient,0,0,,T0
A4_3X3_P07,T3,A4_3X3_P7_T3,A4,3X3,P07,Pocillopora,Ambient,0,0,,T0
A4_3X3_P08,T9,A4_3X3_P8_T9,A4,3X3,P08,Pocillopora,Ambient,0,1,,T3
A4_3X3_P08,T6,A4_3X3_P8_T6,A4,3X3,P08,Pocillopora,Ambient,0,1,,T3
A4_3X3_P08,T3,A4_3X3_P8_T3,A4,3X3,P08,Pocillopora,Ambient,1,1,,T3
A4_3X3_P09,T6,A4_3X3_P9_T6,A4,3X3,P09,Pocillopora,Ambient,1,1,,T6
A4_3X3_P09,T9,A4_3X3_P9_T9,A4,3X3,P09,Pocillopora,Ambient,0,1,,T6
A4_open_P01,T3,A4_open_P1_T3,A4,open,P01,Pocillopora,Ambient,1,1,,T3
A4_open_P01,T6,A4_open_P1_T6,A4,open,P01,Pocillopora,Ambient,0,1,,T3
A4_open_P01,T9,A4_open_P1_T9,A4,open,P01,Pocillopora,Ambient,0,1,,T3
A4_open_P10,T9,A4_open_P10_T9,A4,open,P10,Pocillopora,Ambient,0,0,out of plot,T6
A4_open_P10,T6,A4_open_P10_T6,A4,open,P10,Pocillopora,Ambient,1,1,,T6
A4_open_P11,T9,A4_open_P11_T9,A4,open,P11,Pocillopora,Ambient,0,0,out of plot,T6
A4_open_P11,T6,A4_open_P11_T6,A4,open,P11,Pocillopora,Ambient,1,1,,T6
A4_open_P12,T6,A4_open_P12_T6,A4,open,P12,Pocillopora,Ambient,1,1,,T6
A4_open_P12,T9,A4_open_P12_T9,A4,open,P12,Pocillopora,Ambient,0,1,,T6
A4_open_P13,T9,A4_open_P13_T9,A4,open,P13,Pocillopora,Ambient,0,1,,T6
A4_open_P13,T6,A4_open_P13_T6,A4,open,P13,Pocillopora,Ambient,1,1,,T6
A4_open_P14,T9,A4_open_P14_T9,A4,open,P14,Pocillopora,Ambient,0,1,,T6
A4_open_P14,T6,A4_open_P14_T6,A4,open,P14,Pocillopora,Ambient,1,1,,T6
A4_open_P15,T9,A4_open_P15_T9,A4,open,P15,Pocillopora,Ambient,1,1,,T9
A4_open_P16,T9,A4_open_P16_T9,A4,open,P16,Pocillopora,Ambient,1,1,,T9
A4_open_P17,T9,A4_open_P17_T9,A4,open,P17,Pocillopora,Ambient,1,1,,T9
A4_open_P18,T9,A4_open_P18_T9,A4,open,P18,Pocillopora,Ambient,1,1,,T9
A4_open_P02,T3,A4_open_P2_T3,A4,open,P02,Pocillopora,Ambient,1,1,,T3
A4_open_P02,T9,A4_open_P2_T9,A4,open,P02,Pocillopora,Ambient,0,0,out of plot,T3
A4_open_P02,T6,A4_open_P2_T6,A4,open,P02,Pocillopora,Ambient,0,1,,T3
A4_open_P22,T9,A4_open_P22_T9,A4,open,P22,Pocillopora,Ambient,1,1,,T9
A4_open_P23,T9,A4_open_P23_T9,A4,open,P23,Pocillopora,Ambient,1,1,,T9
A4_open_P24,T9,A4_open_P24_T9,A4,open,P24,Pocillopora,Ambient,1,1,,T9
A4_open_P03,T6,A4_open_P3_T6,A4,open,P03,Pocillopora,Ambient,1,1,,T6
A4_open_P03,T9,A4_open_P3_T9,A4,open,P03,Pocillopora,Ambient,0,0,out of plot,T6
A4_open_P04,T6,A4_open_P4_T6,A4,open,P04,Pocillopora,Ambient,1,1,,T6
A4_open_P04,T9,A4_open_P4_T9,A4,open,P04,Pocillopora,Ambient,0,0,out of plot,T6
A4_open_P05,T9,A4_open_P5_T9,A4,open,P05,Pocillopora,Ambient,0,0,out of plot,T6
A4_open_P05,T6,A4_open_P5_T6,A4,open,P05,Pocillopora,Ambient,1,1,,T6
A4_open_P06,T9,A4_open_P6_T9,A4,open,P06,Pocillopora,Ambient,0,1,,T6
A4_open_P06,T6,A4_open_P6_T6,A4,open,P06,Pocillopora,Ambient,1,1,,T6
A4_open_P07,T6,A4_open_P7_T6,A4,open,P07,Pocillopora,Ambient,1,1,,T6
A4_open_P07,T9,A4_open_P7_T9,A4,open,P07,Pocillopora,Ambient,0,0,out of plot,T6
A4_open_P08,T6,A4_open_P8_T6,A4,open,P08,Pocillopora,Ambient,1,1,,T6
A4_open_P08,T9,A4_open_P8_T9,A4,open,P08,Pocillopora,Ambient,0,0,out of plot,T6
A4_open_P09,T6,A4_open_P9_T6,A4,open,P09,Pocillopora,Ambient,1,1,,T6
A4_open_P09,T9,A4_open_P9_T9,A4,open,P09,Pocillopora,Ambient,0,0,out of plot,T6
B1_1X1_P01,T9,B1_1X1_P1_T9,B1,1X1,P01,Pocillopora,Enriched,0,1,,T3
B1_1X1_P01,T3,B1_1X1_P1_T3,B1,1X1,P01,Pocillopora,Enriched,1,1,,T3
B1_1X1_P01,T6,B1_1X1_P1_T6,B1,1X1,P01,Pocillopora,Enriched,0,1,,T3
B1_1X1_P10,T9,B1_1X1_P10_T9,B1,1X1,P10,Pocillopora,Enriched,0,1,,T6
B1_1X1_P10,T6,B1_1X1_P10_T6,B1,1X1,P10,Pocillopora,Enriched,1,1,,T6
B1_1X1_P11,T9,B1_1X1_P11_T9,B1,1X1,P11,Pocillopora,Enriched,0,1,,T6
B1_1X1_P11,T6,B1_1X1_P11_T6,B1,1X1,P11,Pocillopora,Enriched,1,1,,T6
B1_1X1_P13,T9,B1_1X1_P13_T9,B1,1X1,P13,Pocillopora,Enriched,1,1,,T9
B1_1X1_P14,T9,B1_1X1_P14_T9,B1,1X1,P14,Pocillopora,Enriched,1,1,,T9
B1_1X1_P15,T9,B1_1X1_P15_T9,B1,1X1,P15,Pocillopora,Enriched,1,1,maybe bleached?,T9
B1_1X1_P16,T9,B1_1X1_P16_T9,B1,1X1,P16,Pocillopora,Enriched,1,1,,T9
B1_1X1_P02,T9,B1_1X1_P2_T9,B1,1X1,P02,Pocillopora,Enriched,0,1,,T3
B1_1X1_P02,T6,B1_1X1_P2_T6,B1,1X1,P02,Pocillopora,Enriched,0,1,,T3
B1_1X1_P02,T3,B1_1X1_P2_T3,B1,1X1,P02,Pocillopora,Enriched,1,1,,T3
B1_1X1_P03,T6,B1_1X1_P3_T6,B1,1X1,P03,Pocillopora,Enriched,0,1,,T3
B1_1X1_P03,T3,B1_1X1_P3_T3,B1,1X1,P03,Pocillopora,Enriched,1,1,,T3
B1_1X1_P03,T9,B1_1X1_P3_T9,B1,1X1,P03,Pocillopora,Enriched,0,1,,T3
B1_1X1_P04,T6,B1_1X1_P4_T6,B1,1X1,P04,Pocillopora,Enriched,0,1,,T3
B1_1X1_P04,T3,B1_1X1_P4_T3,B1,1X1,P04,Pocillopora,Enriched,1,1,,T3
B1_1X1_P04,T9,B1_1X1_P4_T9,B1,1X1,P04,Pocillopora,Enriched,0,1,,T3
B1_1X1_P05,T3,B1_1X1_P5_T3,B1,1X1,P05,Pocillopora,Enriched,1,1,,T3
B1_1X1_P05,T6,B1_1X1_P5_T6,B1,1X1,P05,Pocillopora,Enriched,0,1,,T3
B1_1X1_P05,T9,B1_1X1_P5_T9,B1,1X1,P05,Pocillopora,Enriched,0,1,,T3
B1_1X1_P06,T6,B1_1X1_P6_T6,B1,1X1,P06,Pocillopora,Enriched,0,1,,T3
B1_1X1_P06,T9,B1_1X1_P6_T9,B1,1X1,P06,Pocillopora,Enriched,0,1,,T3
B1_1X1_P06,T3,B1_1X1_P6_T3,B1,1X1,P06,Pocillopora,Enriched,1,1,,T3
B1_1X1_P07,T9,B1_1X1_P7_T9,B1,1X1,P07,Pocillopora,Enriched,0,1,,T6
B1_1X1_P07,T6,B1_1X1_P7_T6,B1,1X1,P07,Pocillopora,Enriched,1,1,,T6
B1_1X1_P08,T9,B1_1X1_P8_T9,B1,1X1,P08,Pocillopora,Enriched,0,0,,T6
B1_1X1_P08,T6,B1_1X1_P8_T6,B1,1X1,P08,Pocillopora,Enriched,1,1,,T6
B1_1X1_P09,T9,B1_1X1_P9_T9,B1,1X1,P09,Pocillopora,Enriched,0,1,,T6
B1_1X1_P09,T6,B1_1X1_P9_T6,B1,1X1,P09,Pocillopora,Enriched,1,1,,T6
B1_2X2_P10,T9,B1_2X2_P10_T9,B1,2X2,P10,Pocillopora,Enriched,0,1,,T3
B1_2X2_P10,T6,B1_2X2_P10_T6,B1,2X2,P10,Pocillopora,Enriched,0,1,,T3
B1_2X2_P10,T3,B1_2X2_P10_T3,B1,2X2,P10,Pocillopora,Enriched,1,1,,T3
B1_2X2_P11,T9,B1_2X2_P11_T9,B1,2X2,P11,Pocillopora,Enriched,0,1,,T3
B1_2X2_P11,T3,B1_2X2_P11_T3,B1,2X2,P11,Pocillopora,Enriched,1,1,,T3
B1_2X2_P11,T6,B1_2X2_P11_T6,B1,2X2,P11,Pocillopora,Enriched,0,1,,T3
B1_2X2_P12,T9,B1_2X2_P12_T9,B1,2X2,P12,Pocillopora,Enriched,0,1,,T6
B1_2X2_P12,T6,B1_2X2_P12_T6,B1,2X2,P12,Pocillopora,Enriched,1,1,"pretty big, probably recruited previously but was obscured by lobophora",T6
B1_2X2_P13,T9,B1_2X2_P13_T9,B1,2X2,P13,Pocillopora,Enriched,0,1,,T3
B1_2X2_P13,T6,B1_2X2_P13_T6,B1,2X2,P13,Pocillopora,Enriched,0,1,,T3
B1_2X2_P13,T3,B1_2X2_P13_T3,B1,2X2,P13,Pocillopora,Enriched,1,1,,T3
B1_2X2_P14A,T6,B1_2X2_P14A_T6,B1,2X2,P14A,Pocillopora,Enriched,1,1,,T6
B1_2X2_P14A,T9,B1_2X2_P14A_T9,B1,2X2,P14A,Pocillopora,Enriched,0,1,,T6
B1_2X2_P14B,T6,B1_2X2_P14B_T6,B1,2X2,P14B,Pocillopora,Enriched,0,1,,T3
B1_2X2_P14B,T9,B1_2X2_P14B_T9,B1,2X2,P14B,Pocillopora,Enriched,0,1,,T3
B1_2X2_P14B,T3,B1_2X2_P14B_T3,B1,2X2,P14B,Pocillopora,Enriched,1,1,,T3
B1_2X2_P15,T9,B1_2X2_P15_T9,B1,2X2,P15,Pocillopora,Enriched,0,1,,T0
B1_2X2_P15,T3,B1_2X2_P15_T3,B1,2X2,P15,Pocillopora,Enriched,0,1,,T0
B1_2X2_P15,T6,B1_2X2_P15_T6,B1,2X2,P15,Pocillopora,Enriched,0,1,"almost completely obscured, but can barely see it",T0
B1_2X2_P15,T0,B1_2X2_P15_T0,B1,2X2,P15,Pocillopora,Enriched,1,1,0,T0
B1_2X2_P17,T9,B1_2X2_P17_T9,B1,2X2,P17,Pocillopora,Enriched,1,1,,T9
B1_2X2_P18,T9,B1_2X2_P18_T9,B1,2X2,P18,Pocillopora,Enriched,1,1,,T9
B1_2X2_P19,T9,B1_2X2_P19_T9,B1,2X2,P19,Pocillopora,Enriched,1,1,,T9
B1_2X2_P02,T6,B1_2X2_P2_T6,B1,2X2,P02,Pocillopora,Enriched,0,1,,T3
B1_2X2_P02,T3,B1_2X2_P2_T3,B1,2X2,P02,Pocillopora,Enriched,1,1,,T3
B1_2X2_P02,T9,B1_2X2_P2_T9,B1,2X2,P02,Pocillopora,Enriched,0,1,,T3
B1_2X2_P03,T9,B1_2X2_P3_T9,B1,2X2,P03,Pocillopora,Enriched,0,1,,T3
B1_2X2_P03,T3,B1_2X2_P3_T3,B1,2X2,P03,Pocillopora,Enriched,1,1,,T3
B1_2X2_P03,T6,B1_2X2_P3_T6,B1,2X2,P03,Pocillopora,Enriched,0,1,,T3
B1_2X2_P04,T9,B1_2X2_P4_T9,B1,2X2,P04,Pocillopora,Enriched,0,0,,T0
B1_2X2_P04,T3,B1_2X2_P4_T3,B1,2X2,P04,Pocillopora,Enriched,0,0,side of plot where orthomosaic didn't resolve well,T0
B1_2X2_P04,T6,B1_2X2_P4_T6,B1,2X2,P04,Pocillopora,Enriched,0,0,"side of plot where orthomosaic didn't resolve well, gone now",T0
B1_2X2_P04,T0,B1_2X2_P4_T0,B1,2X2,P04,Pocillopora,Enriched,1,1,0,T0
B1_2X2_P05,T9,B1_2X2_P5_T9,B1,2X2,P05,Pocillopora,Enriched,0,0,,T0
B1_2X2_P05,T6,B1_2X2_P5_T6,B1,2X2,P05,Pocillopora,Enriched,0,0,"side of plot where orthomosaic didn't resolve well, gone now",T0
B1_2X2_P05,T3,B1_2X2_P5_T3,B1,2X2,P05,Pocillopora,Enriched,0,0,side of plot where orthomosaic didn't resolve well,T0
B1_2X2_P05,T0,B1_2X2_P5_T0,B1,2X2,P05,Pocillopora,Enriched,1,1,0,T0
B1_2X2_P06,T0,B1_2X2_P6_T0,B1,2X2,P06,Pocillopora,Enriched,1,1,0,T0
B1_2X2_P06,T6,B1_2X2_P6_T6,B1,2X2,P06,Pocillopora,Enriched,0,0,"side of plot where orthomosaic didn't resolve well, gone now",T0
B1_2X2_P06,T9,B1_2X2_P6_T9,B1,2X2,P06,Pocillopora,Enriched,0,0,,T0
B1_2X2_P06,T3,B1_2X2_P6_T3,B1,2X2,P06,Pocillopora,Enriched,0,0,side of plot where orthomosaic didn't resolve well,T0
B1_2X2_P07,T9,B1_2X2_P7_T9,B1,2X2,P07,Pocillopora,Enriched,0,0,,T0
B1_2X2_P07,T3,B1_2X2_P7_T3,B1,2X2,P07,Pocillopora,Enriched,0,0,obscured by diffuser,T0
B1_2X2_P07,T6,B1_2X2_P7_T6,B1,2X2,P07,Pocillopora,Enriched,0,0,obscured by diffuser,T0
B1_2X2_P07,T0,B1_2X2_P7_T0,B1,2X2,P07,Pocillopora,Enriched,1,1,0,T0
B1_2X2_P08,T3,B1_2X2_P8_T3,B1,2X2,P08,Pocillopora,Enriched,0,0,,T0
B1_2X2_P08,T6,B1_2X2_P8_T6,B1,2X2,P08,Pocillopora,Enriched,0,0,,T0
B1_2X2_P08,T9,B1_2X2_P8_T9,B1,2X2,P08,Pocillopora,Enriched,0,0,,T0
B1_2X2_P08,T0,B1_2X2_P8_T0,B1,2X2,P08,Pocillopora,Enriched,1,1,0,T0
B1_2X2_P09,T9,B1_2X2_P9_T9,B1,2X2,P09,Pocillopora,Enriched,0,0,,T0
B1_2X2_P09,T0,B1_2X2_P9_T0,B1,2X2,P09,Pocillopora,Enriched,1,1,0,T0
B1_2X2_P09,T6,B1_2X2_P9_T6,B1,2X2,P09,Pocillopora,Enriched,0,0,,T0
B1_2X2_P09,T3,B1_2X2_P9_T3,B1,2X2,P09,Pocillopora,Enriched,0,1,,T0
B1_3X3_P01,T6,B1_3X3_P1_T6,B1,3X3,P01,Pocillopora,Enriched,0,1,,T3
B1_3X3_P01,T3,B1_3X3_P1_T3,B1,3X3,P01,Pocillopora,Enriched,1,1,,T3
B1_3X3_P01,T9,B1_3X3_P1_T9,B1,3X3,P01,Pocillopora,Enriched,0,1,,T3
B1_3X3_P10,T6,B1_3X3_P10_T6,B1,3X3,P10,Pocillopora,Enriched,0,1,,T3
B1_3X3_P10,T9,B1_3X3_P10_T9,B1,3X3,P10,Pocillopora,Enriched,0,1,,T3
B1_3X3_P10,T3,B1_3X3_P10_T3,B1,3X3,P10,Pocillopora,Enriched,1,1,,T3
B1_3X3_P11,T6,B1_3X3_P11_T6,B1,3X3,P11,Pocillopora,Enriched,0,1,,T3
B1_3X3_P11,T9,B1_3X3_P11_T9,B1,3X3,P11,Pocillopora,Enriched,0,1,,T3
B1_3X3_P11,T3,B1_3X3_P11_T3,B1,3X3,P11,Pocillopora,Enriched,1,1,,T3
B1_3X3_P12,T9,B1_3X3_P12_T9,B1,3X3,P12,Pocillopora,Enriched,0,0,,T3
B1_3X3_P12,T3,B1_3X3_P12_T3,B1,3X3,P12,Pocillopora,Enriched,1,1,,T3
B1_3X3_P12,T6,B1_3X3_P12_T6,B1,3X3,P12,Pocillopora,Enriched,0,0,,T3
B1_3X3_P13,T9,B1_3X3_P13_T9,B1,3X3,P13,Pocillopora,Enriched,0,1,,T3
B1_3X3_P13,T3,B1_3X3_P13_T3,B1,3X3,P13,Pocillopora,Enriched,1,1,,T3
B1_3X3_P13,T6,B1_3X3_P13_T6,B1,3X3,P13,Pocillopora,Enriched,0,1,,T3
B1_3X3_P16,T9,B1_3X3_P16_T9,B1,3X3,P16,Pocillopora,Enriched,0,1,,T6
B1_3X3_P16,T6,B1_3X3_P16_T6,B1,3X3,P16,Pocillopora,Enriched,1,1,,T6
B1_3X3_P17,T9,B1_3X3_P17_T9,B1,3X3,P17,Pocillopora,Enriched,0,1,,T6
B1_3X3_P17,T6,B1_3X3_P17_T6,B1,3X3,P17,Pocillopora,Enriched,1,1,,T6
B1_3X3_P18A,T9,B1_3X3_P18A_T9,B1,3X3,P18A,Pocillopora,Enriched,1,1,,T6
B1_3X3_P18A,T6,B1_3X3_P18A_T6,B1,3X3,P18A,Pocillopora,Enriched,1,1,,T6
B1_3X3_P18B,T6,B1_3X3_P18B_T6,B1,3X3,P18B,Pocillopora,Enriched,1,1,,T6
B1_3X3_P18B,T9,B1_3X3_P18B_T9,B1,3X3,P18B,Pocillopora,Enriched,0,1,,T6
B1_3X3_P19A,T9,B1_3X3_P19A_T9,B1,3X3,P19A,Pocillopora,Enriched,0,1,,T6
B1_3X3_P19A,T6,B1_3X3_P19A_T6,B1,3X3,P19A,Pocillopora,Enriched,1,1,,T6
B1_3X3_P19B,T6,B1_3X3_P19B_T6,B1,3X3,P19B,Pocillopora,Enriched,1,1,,T6
B1_3X3_P19B,T9,B1_3X3_P19B_T9,B1,3X3,P19B,Pocillopora,Enriched,0,1,,T6
B1_3X3_P21,T9,B1_3X3_P21_T9,B1,3X3,P21,Pocillopora,Enriched,1,1,,T9
B1_3X3_P22,T9,B1_3X3_P22_T9,B1,3X3,P22,Pocillopora,Enriched,1,1,,T9
B1_3X3_P23,T9,B1_3X3_P23_T9,B1,3X3,P23,Pocillopora,Enriched,1,1,,T9
B1_3X3_P24,T9,B1_3X3_P24_T9,B1,3X3,P24,Pocillopora,Enriched,1,1,,T9
B1_3X3_P25,T9,B1_3X3_P25_T9,B1,3X3,P25,Pocillopora,Enriched,1,1,,T9
B1_3X3_P26,T9,B1_3X3_P26_T9,B1,3X3,P26,Pocillopora,Enriched,1,1,,T9
B1_3X3_P29,T9,B1_3X3_P29_T9,B1,3X3,P29,Pocillopora,Enriched,1,1,,T9
B1_3X3_P03,T6,B1_3X3_P3_T6,B1,3X3,P03,Pocillopora,Enriched,0,1,,T0
B1_3X3_P03,T3,B1_3X3_P3_T3,B1,3X3,P03,Pocillopora,Enriched,0,1,,T0
B1_3X3_P03,T0,B1_3X3_P3_T0,B1,3X3,P03,Pocillopora,Enriched,1,1,0,T0
B1_3X3_P03,T9,B1_3X3_P3_T9,B1,3X3,P03,Pocillopora,Enriched,0,1,,T0
B1_3X3_P31,T3,B1_3X3_P31_T3,B1,3X3,P31,Pocillopora,Enriched,0,0,,T0
B1_3X3_P31,T9,B1_3X3_P31_T9,B1,3X3,P31,Pocillopora,Enriched,0,0,,T0
B1_3X3_P31,T0,B1_3X3_P31_T0,B1,3X3,P31,Pocillopora,Enriched,1,1,0,T0
B1_3X3_P32,T9,B1_3X3_P32_T9,B1,3X3,P32,Pocillopora,Enriched,0,0,,T0
B1_3X3_P32,T3,B1_3X3_P32_T3,B1,3X3,P32,Pocillopora,Enriched,0,0,,T0
B1_3X3_P32,T0,B1_3X3_P32_T0,B1,3X3,P32,Pocillopora,Enriched,1,1,0,T0
B1_3X3_P04,T9,B1_3X3_P4_T9,B1,3X3,P04,Pocillopora,Enriched,0,1,,T3
B1_3X3_P04,T3,B1_3X3_P4_T3,B1,3X3,P04,Pocillopora,Enriched,1,1,,T3
B1_3X3_P04,T6,B1_3X3_P4_T6,B1,3X3,P04,Pocillopora,Enriched,0,1,,T3
B1_3X3_P05,T3,B1_3X3_P5_T3,B1,3X3,P05,Pocillopora,Enriched,1,1,,T3
B1_3X3_P05,T9,B1_3X3_P5_T9,B1,3X3,P05,Pocillopora,Enriched,0,1,,T3
B1_3X3_P05,T6,B1_3X3_P5_T6,B1,3X3,P05,Pocillopora,Enriched,0,1,,T3
