Un_ID,Plot,Herbivory_trt,Enrichment_trt,Coral_ID,Haplotype,Species,flag_uncertain_recruit_time,flag_partial_mortality,flag_unlabelled,flag_bad_sequence,flag_missing_sample
C4_2X2_P14B,C4,2X2,Enriched,P14B,Haplotype 8a,P. meandrina,0,0,0,0,0
C4_2X2_P15,C4,2X2,Enriched,P15,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_2X2_P16,C4,2X2,Enriched,P16,Haplotype 10,P. tuahiniensis,1,0,0,0,0
C4_2X2_P17,C4,2X2,Enriched,P17,Haplotype 1,P. meandrina,0,0,0,0,0
C4_2X2_P19,C4,2X2,Enriched,P19,Haplotype 8a,P. meandrina,0,0,0,0,0
C4_2X2_P20,C4,2X2,Enriched,P20,Haplotype 8a,P. meandrina,0,0,0,0,0
C4_2X2_P22,C4,2X2,Enriched,P22,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_2X2_P25,C4,2X2,Enriched,P25,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_2X2_P26,C4,2X2,Enriched,P26,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_2X2_P27,C4,2X2,Enriched,P27,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_2X2_P28,C4,2X2,Enriched,P28,Haplotype 3a,P. verrucosa,0,0,0,0,0
C4_2X2_P29,C4,2X2,Enriched,P29,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_2X2_P30,C4,2X2,Enriched,P30,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_3X3_P01,C4,3X3,Enriched,P01,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_3X3_P04,C4,3X3,Enriched,P04,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_3X3_P07,C4,3X3,Enriched,P07,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_3X3_P15,C4,3X3,Enriched,P15,Haplotype 1,P. meandrina,0,0,0,0,0
C4_3X3_P16,C4,3X3,Enriched,P16,Haplotype 1,P. meandrina,0,0,0,0,0
C4_3X3_P17,C4,3X3,Enriched,P17,Haplotype 1,P. meandrina,0,0,0,0,0
C4_3X3_P24,C4,3X3,Enriched,P24,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_3X3_P26,C4,3X3,Enriched,P26,Haplotype 3a,P. verrucosa,0,0,0,0,0
C4_3X3_P28,C4,3X3,Enriched,P28,Haplotype 1,P. meandrina,0,0,0,0,0
C4_3X3_P31,C4,3X3,Enriched,P31,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_3X3_P32,C4,3X3,Enriched,P32,Haplotype 1,P. meandrina,0,0,0,0,0
C4_3X3_P33,C4,3X3,Enriched,P33,Haplotype 1,P. meandrina,0,0,0,0,0
C4_3X3_P34,C4,3X3,Enriched,P34,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_3X3_P36,C4,3X3,Enriched,P36,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_3X3_P37,C4,3X3,Enriched,P37,Haplotype 1,P. meandrina,0,0,0,0,0
C4_3X3_P38,C4,3X3,Enriched,P38,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_3X3_P39,C4,3X3,Enriched,P39,Haplotype 1,P. meandrina,0,0,0,0,0
C4_3X3_P40,C4,3X3,Enriched,P40,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_3X3_P41,C4,3X3,Enriched,P41,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_open_P02,C4,open,Enriched,P02,Haplotype 1,P. meandrina,0,0,0,0,0
C4_open_P05,C4,open,Enriched,P05,Haplotype 1,P. grandis,0,0,0,0,0
C4_open_P09,C4,open,Enriched,P09,Haplotype 1,P. meandrina,0,0,0,0,0
C4_open_P10,C4,open,Enriched,P10,Haplotype 1,P. meandrina,0,0,0,0,0
C4_open_P11,C4,open,Enriched,P11,Haplotype 1,P. grandis,0,0,0,0,0
C4_open_P12,C4,open,Enriched,P12,Haplotype 1,P. meandrina,0,0,0,0,0
C4_open_P13,C4,open,Enriched,P13,Haplotype 3b,P. verrucosa,0,0,0,0,0
C4_open_P14,C4,open,Enriched,P14,Haplotype 8a,P. meandrina,0,0,0,0,0
C4_open_P15,C4,open,Enriched,P15,Haplotype 1,P. meandrina,0,0,0,0,0
C4_open_P16,C4,open,Enriched,P16,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_open_P17,C4,open,Enriched,P17,Haplotype 1,P. meandrina,0,0,0,0,0
C4_open_P18,C4,open,Enriched,P18,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_open_P19,C4,open,Enriched,P19,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_open_P21,C4,open,Enriched,P21,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_open_P22,C4,open,Enriched,P22,Haplotype 3b,P. verrucosa,0,0,0,0,0
C4_open_P23,C4,open,Enriched,P23,Haplotype 8a,P. meandrina,0,0,0,0,0
C4_open_P27,C4,open,Enriched,P27,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_open_P29,C4,open,Enriched,P29,Haplotype 1,P. meandrina,0,0,0,0,0
C4_open_P31,C4,open,Enriched,P31,Haplotype 10,P. tuahiniensis,0,0,0,0,0
C4_open_P32,C4,open,Enriched,P32,Haplotype 1,P. meandrina,0,0,0,0,0
C4_open_P33,C4,open,Enriched,P33,Haplotype 1,P. meandrina,0,0,0,0,0
C4_open_P34,C4,open,Enriched,P34,Haplotype 1,P. grandis,0,0,0,0,0
D1_1X1_P02,D1,1X1,Ambient,P02,Haplotype 8a,P. meandrina,0,0,0,0,0
D1_1X1_P03,D1,1X1,Ambient,P03,Haplotype 1,P. meandrina,0,0,0,0,0
D1_1X1_P04,D1,1X1,Ambient,P04,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D1_1X1_P05,D1,1X1,Ambient,P05,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D1_1X1_P06,D1,1X1,Ambient,P06,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D1_1X1_P07,D1,1X1,Ambient,P07,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D1_1X1_P08,D1,1X1,Ambient,P08,Haplotype 1,P. meandrina,0,0,0,0,0
D1_2X2_P01,D1,2X2,Ambient,P01,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D1_2X2_P03,D1,2X2,Ambient,P03,Haplotype 1,P. meandrina,0,0,0,0,0
D1_2X2_P06,D1,2X2,Ambient,P06,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D1_2X2_P09,D1,2X2,Ambient,P09,Haplotype 1,P. meandrina,0,0,0,0,0
D1_2X2_P10,D1,2X2,Ambient,P10,Haplotype 1,P. meandrina,0,0,0,0,0
D1_3X3_P01,D1,3X3,Ambient,P01,Haplotype 1,P. grandis,0,0,0,0,0
D1_3X3_P04,D1,3X3,Ambient,P04,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D1_3X3_P07,D1,3X3,Ambient,P07,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D1_3X3_P08,D1,3X3,Ambient,P08,Haplotype 1,P. meandrina,0,0,0,0,0
D1_3X3_P09,D1,3X3,Ambient,P09,Haplotype 1,P. meandrina,0,0,0,0,0
D1_3X3_P11,D1,3X3,Ambient,P11,Haplotype 1,P. meandrina,0,0,0,0,0
D1_3X3_P12,D1,3X3,Ambient,P12,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D1_3X3_P13,D1,3X3,Ambient,P13,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D1_open_P04,D1,open,Ambient,P04,Haplotype 1,P. meandrina,0,0,0,0,0
D1_open_P07,D1,open,Ambient,P07,Haplotype 1,P. meandrina,0,0,0,0,0
D1_open_P08,D1,open,Ambient,P08,Haplotype 10,P. tuahiniensis,1,0,0,0,0
D1_open_P09,D1,open,Ambient,P09,Haplotype 3b,P. verrucosa,1,0,0,0,1
D1_open_P11,D1,open,Ambient,P11,Haplotype 1,P. meandrina,0,0,0,0,0
D3_1X1_P02,D3,1X1,Enriched,P02,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D3_1X1_P04,D3,1X1,Enriched,P04,Haplotype 1,P. meandrina,0,0,0,0,0
D3_1X1_P05,D3,1X1,Enriched,P05,Haplotype 1,P. meandrina,0,0,0,0,0
D3_1X1_P06,D3,1X1,Enriched,P06,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D3_1X1_P07,D3,1X1,Enriched,P07,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D3_1X1_P08,D3,1X1,Enriched,P08,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D3_1X1_P10,D3,1X1,Enriched,P10,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D3_1X1_P11,D3,1X1,Enriched,P11,Haplotype 1,P. meandrina,0,0,0,0,0
D3_1X1_P12,D3,1X1,Enriched,P12,Haplotype 1,P. meandrina,0,0,0,0,0
D3_1X1_P13,D3,1X1,Enriched,P13,Haplotype 3g,P. verrucosa,0,0,0,0,0
D3_1X1_P15,D3,1X1,Enriched,P15,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D3_1X1_P17,D3,1X1,Enriched,P17,Haplotype 3a,P. verrucosa,0,0,0,0,0
D3_1X1_P18,D3,1X1,Enriched,P18,Haplotype 1,P. meandrina,0,0,0,0,0
D3_1X1_P20,D3,1X1,Enriched,P20,Haplotype 3f,P. verrucosa,0,0,0,0,0
D3_1X1_P21,D3,1X1,Enriched,P21,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D3_1X1_P22A,D3,1X1,Enriched,P22A,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D3_1X1_P22B,D3,1X1,Enriched,P22B,Haplotype 10,P. tuahiniensis,1,0,0,0,0
D3_2X2_P01,D3,2X2,Enriched,P01,Haplotype 1,P. meandrina,0,0,0,0,0
D3_2X2_P02,D3,2X2,Enriched,P02,,,0,0,0,1,0
D3_2X2_P03,D3,2X2,Enriched,P03,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D3_2X2_P05,D3,2X2,Enriched,P05,Haplotype 1,P. meandrina,0,0,0,0,0
D3_2X2_P06,D3,2X2,Enriched,P06,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D3_2X2_P07,D3,2X2,Enriched,P07,Haplotype 1,P. meandrina,1,0,0,0,0
D3_3X3_P01,D3,3X3,Enriched,P01,Haplotype 8a,P. meandrina,0,0,0,0,0
D3_3X3_P02,D3,3X3,Enriched,P02,Haplotype 1,P. meandrina,0,0,0,0,0
D3_3X3_P03,D3,3X3,Enriched,P03,Haplotype 1,P. meandrina,0,0,0,0,0
D3_3X3_P05,D3,3X3,Enriched,P05,Haplotype 8a,P. meandrina,0,0,0,0,0
D3_3X3_P06,D3,3X3,Enriched,P06,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D3_3X3_P07,D3,3X3,Enriched,P07,Haplotype 3b,P. verrucosa,0,0,0,0,0
D3_3X3_P08,D3,3X3,Enriched,P08,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D3_3X3_P09,D3,3X3,Enriched,P09,Haplotype 1,P. meandrina,0,0,0,0,0
D3_3X3_P10,D3,3X3,Enriched,P10,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D3_3X3_P11,D3,3X3,Enriched,P11,Haplotype 1,P. meandrina,0,0,0,0,0
D3_3X3_P12,D3,3X3,Enriched,P12,Haplotype 1,P. grandis,0,0,0,0,0
D3_3X3_P13,D3,3X3,Enriched,P13,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D3_3X3_P14,D3,3X3,Enriched,P14,Haplotype 1,P. meandrina,0,0,0,0,0
D3_3X3_P16,D3,3X3,Enriched,P16,Haplotype 1,P. meandrina,0,0,0,0,0
D3_open_P02,D3,open,Enriched,P02,Haplotype 11,P. cf. effusa,0,0,0,0,0
D3_open_P03,D3,open,Enriched,P03,Haplotype 1,P. meandrina,0,0,0,0,0
D3_open_P04,D3,open,Enriched,P04,Haplotype 8a,P. meandrina,0,0,0,0,0
D3_open_P10,D3,open,Enriched,P10,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D3_open_P14,D3,open,Enriched,P14,Haplotype 1,P. meandrina,0,0,0,0,0
D3_open_P15,D3,open,Enriched,P15,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D3_open_P19,D3,open,Enriched,P19,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D3_open_P22,D3,open,Enriched,P22,Haplotype 1,P. meandrina,0,0,0,0,0
D3_open_P23,D3,open,Enriched,P23,Haplotype 1,P. grandis,0,0,0,0,0
D3_open_P24,D3,open,Enriched,P24,Haplotype 10,P. tuahiniensis,0,0,0,0,0
D3_open_P25,D3,open,Enriched,P25,Haplotype 1,P. meandrina,0,0,0,0,0
